patch_id,source_stem,class_id,class_name,class_group,patch_image_path,patch_mask_path,area_pixels,area_ratio,quality_score
1456_c48_comp1,1456,48,king oyster mushroom,extreme_tail,1456_c48_comp1_img.png,1456_c48_comp1_mask.png,6154,0.031301,0.031301
1457_c7_comp1,1457,7,bean sprouts,tail,1457_c7_comp1_img.png,1457_c7_comp1_mask.png,20610,0.077785,0.077785
1460_c22_comp1,1460,22,chocolate,tail,1460_c22_comp1_img.png,1460_c22_comp1_mask.png,8487,0.129501,0.129501
1460_c78_comp1,1460,78,raspberry,tail,1460_c78_comp1_img.png,1460_c78_comp1_mask.png,6091,0.092941,0.092941
1461_c4_comp1,1461,4,avocado,tail,1461_c4_comp1_img.png,1461_c4_comp1_mask.png,201240,0.301709,0.301709
1462_c71_comp1,1462,71,pizza,tail,1462_c71_comp1_img.png,1462_c71_comp1_mask.png,17088,0.273741,0.273741
1466_c97_comp1,1466,97,walnut,tail,1466_c97_comp1_img.png,1466_c97_comp1_mask.png,17855,0.090815,0.090815
1467_c54_comp1,1467,54,melon,tail,1467_c54_comp1_img.png,1467_c54_comp1_mask.png,15145,0.090183,0.090183
1467_c70_comp1,1467,70,pineapple,tail,1467_c70_comp1_img.png,1467_c70_comp1_mask.png,6219,0.037032,0.037032
1469_c76_comp1,1469,76,pumpkin,tail,1469_c76_comp1_img.png,1469_c76_comp1_mask.png,23149,0.129922,0.129922
1489_c44_comp1,1489,44,hanamaki baozi,tail,1489_c44_comp1_img.png,1489_c44_comp1_mask.png,103908,0.485515,0.485515
1489_c44_comp2,1489,44,hanamaki baozi,tail,1489_c44_comp2_img.png,1489_c44_comp2_mask.png,4329,0.020227,0.020227
1505_c53_comp1,1505,53,mango,tail,1505_c53_comp1_img.png,1505_c53_comp1_mask.png,36908,0.164871,0.164871
1526_c79_comp1,1526,79,red beans,tail,1526_c79_comp1_img.png,1526_c79_comp1_mask.png,137121,0.066127,0.066127
1527_c49_comp1,1527,49,kiwi,tail,1527_c49_comp1_img.png,1527_c49_comp1_mask.png,17325,0.085234,0.085234
1527_c49_comp2,1527,49,kiwi,tail,1527_c49_comp2_img.png,1527_c49_comp2_mask.png,21018,0.103402,0.103402
1534_c0_comp1,1534,0,almond,tail,1534_c0_comp1_img.png,1534_c0_comp1_mask.png,4671,0.023758,0.023758
1535_c71_comp1,1535,71,pizza,tail,1535_c71_comp1_img.png,1535_c71_comp1_mask.png,1816433,0.577428,0.577428
1548_c90_comp1,1548,90,soy,tail,1548_c90_comp1_img.png,1548_c90_comp1_mask.png,17660,0.26947,0.26947
1569_c59_comp1,1569,59,olives,tail,1569_c59_comp1_img.png,1569_c59_comp1_mask.png,2846,0.02552,0.02552
1576_c76_comp1,1576,76,pumpkin,tail,1576_c76_comp1_img.png,1576_c76_comp1_mask.png,23102,0.167697,0.167697
1577_c22_comp1,1577,22,chocolate,tail,1577_c22_comp1_img.png,1577_c22_comp1_mask.png,1645,0.010281,0.010281
1577_c22_comp2,1577,22,chocolate,tail,1577_c22_comp2_img.png,1577_c22_comp2_mask.png,1915,0.011969,0.011969
1577_c22_comp3,1577,22,chocolate,tail,1577_c22_comp3_img.png,1577_c22_comp3_mask.png,1897,0.011856,0.011856
1577_c22_comp4,1577,22,chocolate,tail,1577_c22_comp4_img.png,1577_c22_comp4_mask.png,2329,0.014556,0.014556
1585_c70_comp1,1585,70,pineapple,tail,1585_c70_comp1_img.png,1585_c70_comp1_mask.png,8075,0.041072,0.041072
1585_c70_comp2,1585,70,pineapple,tail,1585_c70_comp2_img.png,1585_c70_comp2_mask.png,2157,0.010971,0.010971
1585_c70_comp3,1585,70,pineapple,tail,1585_c70_comp3_img.png,1585_c70_comp3_mask.png,5766,0.029327,0.029327
1588_c77_comp1,1588,77,rape,tail,1588_c77_comp1_img.png,1588_c77_comp1_mask.png,30875,0.157038,0.157038
1597_c71_comp1,1597,71,pizza,tail,1597_c71_comp1_img.png,1597_c71_comp1_mask.png,105861,0.606334,0.606334
1600_c94_comp1,1600,94,tea,tail,1600_c94_comp1_img.png,1600_c94_comp1_mask.png,3878,0.019725,0.019725
1607_c77_comp1,1607,77,rape,tail,1607_c77_comp1_img.png,1607_c77_comp1_mask.png,11770,0.059865,0.059865
1607_c81_comp1,1607,81,salad,tail,1607_c81_comp1_img.png,1607_c81_comp1_mask.png,19525,0.099309,0.099309
1618_c49_comp1,1618,49,kiwi,tail,1618_c49_comp1_img.png,1618_c49_comp1_mask.png,4171,0.063644,0.063644
1619_c49_comp1,1619,49,kiwi,tail,1619_c49_comp1_img.png,1619_c49_comp1_mask.png,7696,0.061342,0.061342
1619_c54_comp1,1619,54,melon,tail,1619_c54_comp1_img.png,1619_c54_comp1_mask.png,1867,0.014881,0.014881
1619_c54_comp2,1619,54,melon,tail,1619_c54_comp2_img.png,1619_c54_comp2_mask.png,9737,0.07761,0.07761
1619_c54_comp3,1619,54,melon,tail,1619_c54_comp3_img.png,1619_c54_comp3_mask.png,1166,0.009294,0.009294
1619_c70_comp1,1619,70,pineapple,tail,1619_c70_comp1_img.png,1619_c70_comp1_mask.png,50442,0.402056,0.402056
1619_c98_comp1,1619,98,watermelon,extreme_tail,1619_c98_comp1_img.png,1619_c98_comp1_mask.png,11552,0.092077,0.092077
1620_c4_comp1,1620,4,avocado,tail,1620_c4_comp1_img.png,1620_c4_comp1_mask.png,2156,0.010966,0.010966
1620_c4_comp2,1620,4,avocado,tail,1620_c4_comp2_img.png,1620_c4_comp2_mask.png,2483,0.012629,0.012629
1625_c70_comp1,1625,70,pineapple,tail,1625_c70_comp1_img.png,1625_c70_comp1_mask.png,42023,0.196825,0.196825
1625_c70_comp2,1625,70,pineapple,tail,1625_c70_comp2_img.png,1625_c70_comp2_mask.png,39232,0.183753,0.183753
1628_c102_comp1,1628,102,wonton dumplings,extreme_tail,1628_c102_comp1_img.png,1628_c102_comp1_mask.png,44969,0.228724,0.228724
1640_c78_comp1,1640,78,raspberry,tail,1640_c78_comp1_img.png,1640_c78_comp1_mask.png,25826,0.131358,0.131358
1641_c55_comp1,1641,55,milk,tail,1641_c55_comp1_img.png,1641_c55_comp1_mask.png,16511,0.083979,0.083979
1647_c77_comp1,1647,77,rape,tail,1647_c77_comp1_img.png,1647_c77_comp1_mask.png,80834,0.412216,0.412216
1650_c95_comp1,1650,95,tofu,extreme_tail,1650_c95_comp1_img.png,1650_c95_comp1_mask.png,1530,0.007782,0.007782
1650_c95_comp2,1650,95,tofu,extreme_tail,1650_c95_comp2_img.png,1650_c95_comp2_mask.png,1023,0.005203,0.005203
1650_c95_comp3,1650,95,tofu,extreme_tail,1650_c95_comp3_img.png,1650_c95_comp3_mask.png,981,0.00499,0.00499
1666_c95_comp1,1666,95,tofu,extreme_tail,1666_c95_comp1_img.png,1666_c95_comp1_mask.png,31195,0.158666,0.158666
1666_c95_comp2,1666,95,tofu,extreme_tail,1666_c95_comp2_img.png,1666_c95_comp2_mask.png,3197,0.016261,0.016261
1666_c95_comp3,1666,95,tofu,extreme_tail,1666_c95_comp3_img.png,1666_c95_comp3_mask.png,7033,0.035772,0.035772
1667_c98_comp1,1667,98,watermelon,extreme_tail,1667_c98_comp1_img.png,1667_c98_comp1_mask.png,5719,0.029088,0.029088
1667_c98_comp2,1667,98,watermelon,extreme_tail,1667_c98_comp2_img.png,1667_c98_comp2_mask.png,26056,0.132528,0.132528
1667_c98_comp3,1667,98,watermelon,extreme_tail,1667_c98_comp3_img.png,1667_c98_comp3_mask.png,3367,0.017125,0.017125
1667_c98_comp4,1667,98,watermelon,extreme_tail,1667_c98_comp4_img.png,1667_c98_comp4_mask.png,11716,0.059591,0.059591
1667_c98_comp5,1667,98,watermelon,extreme_tail,1667_c98_comp5_img.png,1667_c98_comp5_mask.png,1235,0.006282,0.006282
1667_c98_comp6,1667,98,watermelon,extreme_tail,1667_c98_comp6_img.png,1667_c98_comp6_mask.png,5671,0.028844,0.028844
1671_c71_comp1,1671,71,pizza,tail,1671_c71_comp1_img.png,1671_c71_comp1_mask.png,801487,0.286704,0.286704
1671_c71_comp2,1671,71,pizza,tail,1671_c71_comp2_img.png,1671_c71_comp2_mask.png,165047,0.05904,0.05904
1673_c29_comp1,1673,29,dried cranberries,extreme_tail,1673_c29_comp1_img.png,1673_c29_comp1_mask.png,3335,0.015078,0.015078
1673_c29_comp2,1673,29,dried cranberries,extreme_tail,1673_c29_comp2_img.png,1673_c29_comp2_mask.png,1748,0.007903,0.007903
1677_c90_comp1,1677,90,soy,tail,1677_c90_comp1_img.png,1677_c90_comp1_mask.png,10947,0.167038,0.167038
1680_c40_comp1,1680,40,ginger,tail,1680_c40_comp1_img.png,1680_c40_comp1_mask.png,28698,0.144834,0.144834
1686_c32_comp1,1686,32,eggplant,tail,1686_c32_comp1_img.png,1686_c32_comp1_mask.png,2599,0.013219,0.013219
1686_c32_comp2,1686,32,eggplant,tail,1686_c32_comp2_img.png,1686_c32_comp2_mask.png,9520,0.048421,0.048421
1689_c44_comp1,1689,44,hanamaki baozi,tail,1689_c44_comp1_img.png,1689_c44_comp1_mask.png,541378,0.067755,0.067755
1697_c49_comp1,1697,49,kiwi,tail,1697_c49_comp1_img.png,1697_c49_comp1_mask.png,13003,0.066137,0.066137
1697_c49_comp2,1697,49,kiwi,tail,1697_c49_comp2_img.png,1697_c49_comp2_mask.png,1356,0.006897,0.006897
1701_c31_comp1,1701,31,egg tart,extreme_tail,1701_c31_comp1_img.png,1701_c31_comp1_mask.png,14631,0.074417,0.074417
1701_c31_comp2,1701,31,egg tart,extreme_tail,1701_c31_comp2_img.png,1701_c31_comp2_mask.png,5027,0.025569,0.025569
1701_c31_comp3,1701,31,egg tart,extreme_tail,1701_c31_comp3_img.png,1701_c31_comp3_mask.png,5997,0.030502,0.030502
1701_c31_comp4,1701,31,egg tart,extreme_tail,1701_c31_comp4_img.png,1701_c31_comp4_mask.png,6080,0.030924,0.030924
1701_c31_comp5,1701,31,egg tart,extreme_tail,1701_c31_comp5_img.png,1701_c31_comp5_mask.png,6633,0.033737,0.033737
1701_c55_comp1,1701,55,milk,tail,1701_c55_comp1_img.png,1701_c55_comp1_mask.png,13199,0.067134,0.067134
1702_c97_comp1,1702,97,walnut,tail,1702_c97_comp1_img.png,1702_c97_comp1_mask.png,6920,0.03329,0.03329
1709_c77_comp1,1709,77,rape,tail,1709_c77_comp1_img.png,1709_c77_comp1_mask.png,10088,0.05131,0.05131
1710_c0_comp1,1710,0,almond,tail,1710_c0_comp1_img.png,1710_c0_comp1_mask.png,4705,0.023931,0.023931
1710_c34_comp1,1710,34,fig,extreme_tail,1710_c34_comp1_img.png,1710_c34_comp1_mask.png,18074,0.091929,0.091929
1710_c95_comp1,1710,95,tofu,extreme_tail,1710_c95_comp1_img.png,1710_c95_comp1_mask.png,24366,0.123932,0.123932
1710_c97_comp1,1710,97,walnut,tail,1710_c97_comp1_img.png,1710_c97_comp1_mask.png,8199,0.041702,0.041702
1711_c65_comp1,1711,65,peach,tail,1711_c65_comp1_img.png,1711_c65_comp1_mask.png,12885,0.047039,0.047039
1716_c44_comp1,1716,44,hanamaki baozi,tail,1716_c44_comp1_img.png,1716_c44_comp1_mask.png,63845,0.047681,0.047681
1718_c76_comp1,1718,76,pumpkin,tail,1718_c76_comp1_img.png,1718_c76_comp1_mask.png,10068,0.051208,0.051208
1731_c39_comp1,1731,39,garlic,tail,1731_c39_comp1_img.png,1731_c39_comp1_mask.png,36476,0.018998,0.018998
1732_c88_comp1,1732,88,snow peas,tail,1732_c88_comp1_img.png,1732_c88_comp1_mask.png,23148,0.129544,0.129544
1733_c77_comp1,1733,77,rape,tail,1733_c77_comp1_img.png,1733_c77_comp1_mask.png,1091149,0.13656,0.13656
1739_c65_comp1,1739,65,peach,tail,1739_c65_comp1_img.png,1739_c65_comp1_mask.png,43422,0.232203,0.232203
1739_c78_comp1,1739,78,raspberry,tail,1739_c78_comp1_img.png,1739_c78_comp1_mask.png,2775,0.01484,0.01484
1739_c78_comp2,1739,78,raspberry,tail,1739_c78_comp2_img.png,1739_c78_comp2_mask.png,3471,0.018561,0.018561
1739_c78_comp3,1739,78,raspberry,tail,1739_c78_comp3_img.png,1739_c78_comp3_mask.png,3287,0.017578,0.017578
1739_c78_comp4,1739,78,raspberry,tail,1739_c78_comp4_img.png,1739_c78_comp4_mask.png,4178,0.022342,0.022342
1740_c49_comp1,1740,49,kiwi,tail,1740_c49_comp1_img.png,1740_c49_comp1_mask.png,19138,0.079361,0.079361
1740_c54_comp1,1740,54,melon,tail,1740_c54_comp1_img.png,1740_c54_comp1_mask.png,24783,0.102769,0.102769
1744_c48_comp1,1744,48,king oyster mushroom,extreme_tail,1744_c48_comp1_img.png,1744_c48_comp1_mask.png,65150,0.086867,0.086867
1745_c48_comp1,1745,48,king oyster mushroom,extreme_tail,1745_c48_comp1_img.png,1745_c48_comp1_mask.png,17348,0.080101,0.080101
1752_c4_comp1,1752,4,avocado,tail,1752_c4_comp1_img.png,1752_c4_comp1_mask.png,1202,0.006114,0.006114
1752_c67_comp1,1752,67,pear,tail,1752_c67_comp1_img.png,1752_c67_comp1_mask.png,3813,0.019394,0.019394
1752_c70_comp1,1752,70,pineapple,tail,1752_c70_comp1_img.png,1752_c70_comp1_mask.png,3428,0.017436,0.017436
1764_c76_comp1,1764,76,pumpkin,tail,1764_c76_comp1_img.png,1764_c76_comp1_mask.png,10183,0.051793,0.051793
1772_c53_comp1,1772,53,mango,tail,1772_c53_comp1_img.png,1772_c53_comp1_mask.png,7040,0.11241,0.11241
1777_c26_comp1,1777,26,crab,extreme_tail,1777_c26_comp1_img.png,1777_c26_comp1_mask.png,25265,0.128504,0.128504
1780_c49_comp1,1780,49,kiwi,tail,1780_c49_comp1_img.png,1780_c49_comp1_mask.png,28383,0.00401,0.00401
1780_c54_comp1,1780,54,melon,tail,1780_c54_comp1_img.png,1780_c54_comp1_mask.png,38057,0.005377,0.005377
1780_c54_comp2,1780,54,melon,tail,1780_c54_comp2_img.png,1780_c54_comp2_mask.png,16807,0.002375,0.002375
1780_c54_comp3,1780,54,melon,tail,1780_c54_comp3_img.png,1780_c54_comp3_mask.png,12884,0.00182,0.00182
1780_c54_comp4,1780,54,melon,tail,1780_c54_comp4_img.png,1780_c54_comp4_mask.png,19524,0.002758,0.002758
1780_c54_comp5,1780,54,melon,tail,1780_c54_comp5_img.png,1780_c54_comp5_mask.png,3881,0.000548,0.000548
1780_c54_comp6,1780,54,melon,tail,1780_c54_comp6_img.png,1780_c54_comp6_mask.png,46750,0.006605,0.006605
1780_c78_comp1,1780,78,raspberry,tail,1780_c78_comp1_img.png,1780_c78_comp1_mask.png,44662,0.00631,0.00631
1780_c78_comp2,1780,78,raspberry,tail,1780_c78_comp2_img.png,1780_c78_comp2_mask.png,26603,0.003759,0.003759
1780_c78_comp3,1780,78,raspberry,tail,1780_c78_comp3_img.png,1780_c78_comp3_mask.png,11209,0.001584,0.001584
1780_c78_comp4,1780,78,raspberry,tail,1780_c78_comp4_img.png,1780_c78_comp4_mask.png,135926,0.019204,0.019204
1782_c65_comp1,1782,65,peach,tail,1782_c65_comp1_img.png,1782_c65_comp1_mask.png,545330,0.143854,0.143854
1782_c65_comp2,1782,65,peach,tail,1782_c65_comp2_img.png,1782_c65_comp2_mask.png,191877,0.050616,0.050616
1782_c65_comp3,1782,65,peach,tail,1782_c65_comp3_img.png,1782_c65_comp3_mask.png,96903,0.025562,0.025562
1782_c65_comp4,1782,65,peach,tail,1782_c65_comp4_img.png,1782_c65_comp4_mask.png,74651,0.019692,0.019692
1782_c75_comp1,1782,75,pudding,extreme_tail,1782_c75_comp1_img.png,1782_c75_comp1_mask.png,464471,0.122524,0.122524
1782_c78_comp1,1782,78,raspberry,tail,1782_c78_comp1_img.png,1782_c78_comp1_mask.png,110722,0.029208,0.029208
1782_c78_comp2,1782,78,raspberry,tail,1782_c78_comp2_img.png,1782_c78_comp2_mask.png,66417,0.01752,0.01752
1782_c78_comp3,1782,78,raspberry,tail,1782_c78_comp3_img.png,1782_c78_comp3_mask.png,56232,0.014834,0.014834
1782_c78_comp4,1782,78,raspberry,tail,1782_c78_comp4_img.png,1782_c78_comp4_mask.png,186726,0.049257,0.049257
1783_c90_comp1,1783,90,soy,tail,1783_c90_comp1_img.png,1783_c90_comp1_mask.png,70922,0.360728,0.360728
1785_c4_comp1,1785,4,avocado,tail,1785_c4_comp1_img.png,1785_c4_comp1_mask.png,330128,0.065787,0.065787
1793_c100_comp1,1793,100,white radish,tail,1793_c100_comp1_img.png,1793_c100_comp1_mask.png,3761,0.019129,0.019129
1795_c4_comp1,1795,4,avocado,tail,1795_c4_comp1_img.png,1795_c4_comp1_mask.png,9529,0.048467,0.048467
1801_c76_comp1,1801,76,pumpkin,tail,1801_c76_comp1_img.png,1801_c76_comp1_mask.png,29455,0.116423,0.116423
1806_c100_comp1,1806,100,white radish,tail,1806_c100_comp1_img.png,1806_c100_comp1_mask.png,20617,0.104863,0.104863
1808_c32_comp1,1808,32,eggplant,tail,1808_c32_comp1_img.png,1808_c32_comp1_mask.png,10048,0.15332,0.15332
1816_c4_comp1,1816,4,avocado,tail,1816_c4_comp1_img.png,1816_c4_comp1_mask.png,239390,0.02996,0.02996
1816_c4_comp2,1816,4,avocado,tail,1816_c4_comp2_img.png,1816_c4_comp2_mask.png,206297,0.025819,0.025819
1818_c71_comp1,1818,71,pizza,tail,1818_c71_comp1_img.png,1818_c71_comp1_mask.png,120188,0.648459,0.648459
1819_c43_comp1,1819,43,hamburg,extreme_tail,1819_c43_comp1_img.png,1819_c43_comp1_mask.png,51330,0.261078,0.261078
1821_c65_comp1,1821,65,peach,tail,1821_c65_comp1_img.png,1821_c65_comp1_mask.png,24935,0.04359,0.04359
1821_c65_comp2,1821,65,peach,tail,1821_c65_comp2_img.png,1821_c65_comp2_mask.png,1766,0.003087,0.003087
1821_c65_comp3,1821,65,peach,tail,1821_c65_comp3_img.png,1821_c65_comp3_mask.png,1288,0.002252,0.002252
1821_c65_comp4,1821,65,peach,tail,1821_c65_comp4_img.png,1821_c65_comp4_mask.png,1999,0.003495,0.003495
1821_c65_comp5,1821,65,peach,tail,1821_c65_comp5_img.png,1821_c65_comp5_mask.png,6827,0.011934,0.011934
1821_c94_comp1,1821,94,tea,tail,1821_c94_comp1_img.png,1821_c94_comp1_mask.png,14776,0.02583,0.02583
1828_c78_comp1,1828,78,raspberry,tail,1828_c78_comp1_img.png,1828_c78_comp1_mask.png,13790,0.050343,0.050343
1829_c0_comp1,1829,0,almond,tail,1829_c0_comp1_img.png,1829_c0_comp1_mask.png,2534,0.001901,0.001901
1829_c0_comp2,1829,0,almond,tail,1829_c0_comp2_img.png,1829_c0_comp2_mask.png,2380,0.001785,0.001785
1829_c0_comp3,1829,0,almond,tail,1829_c0_comp3_img.png,1829_c0_comp3_mask.png,18719,0.014043,0.014043
1829_c0_comp4,1829,0,almond,tail,1829_c0_comp4_img.png,1829_c0_comp4_mask.png,15614,0.011713,0.011713
1829_c0_comp5,1829,0,almond,tail,1829_c0_comp5_img.png,1829_c0_comp5_mask.png,7178,0.005385,0.005385
1829_c0_comp6,1829,0,almond,tail,1829_c0_comp6_img.png,1829_c0_comp6_mask.png,24514,0.01839,0.01839
1829_c55_comp1,1829,55,milk,tail,1829_c55_comp1_img.png,1829_c55_comp1_mask.png,45413,0.034068,0.034068
1845_c22_comp1,1845,22,chocolate,tail,1845_c22_comp1_img.png,1845_c22_comp1_mask.png,19313,0.081647,0.081647
1849_c85_comp1,1849,85,shellfish,tail,1849_c85_comp1_img.png,1849_c85_comp1_mask.png,4835,0.048814,0.048814
1849_c85_comp2,1849,85,shellfish,tail,1849_c85_comp2_img.png,1849_c85_comp2_mask.png,11392,0.115013,0.115013
1859_c88_comp1,1859,88,snow peas,tail,1859_c88_comp1_img.png,1859_c88_comp1_mask.png,51668,0.013691,0.013691
1862_c39_comp1,1862,39,garlic,tail,1862_c39_comp1_img.png,1862_c39_comp1_mask.png,17390,0.020392,0.020392
1862_c39_comp2,1862,39,garlic,tail,1862_c39_comp2_img.png,1862_c39_comp2_mask.png,7819,0.009169,0.009169
1862_c39_comp3,1862,39,garlic,tail,1862_c39_comp3_img.png,1862_c39_comp3_mask.png,2198,0.002577,0.002577
1862_c39_comp4,1862,39,garlic,tail,1862_c39_comp4_img.png,1862_c39_comp4_mask.png,1826,0.002141,0.002141
1862_c39_comp7,1862,39,garlic,tail,1862_c39_comp7_img.png,1862_c39_comp7_mask.png,5781,0.006779,0.006779
1880_c0_comp1,1880,0,almond,tail,1880_c0_comp1_img.png,1880_c0_comp1_mask.png,1423,0.012713,0.012713
1883_c100_comp1,1883,100,white radish,tail,1883_c100_comp1_img.png,1883_c100_comp1_mask.png,3168,0.016113,0.016113
1884_c77_comp1,1884,77,rape,tail,1884_c77_comp1_img.png,1884_c77_comp1_mask.png,13345,0.067876,0.067876
1884_c77_comp2,1884,77,rape,tail,1884_c77_comp2_img.png,1884_c77_comp2_mask.png,2457,0.012497,0.012497
1897_c94_comp1,1897,94,tea,tail,1897_c94_comp1_img.png,1897_c94_comp1_mask.png,5091,0.045484,0.045484
1899_c4_comp1,1899,4,avocado,tail,1899_c4_comp1_img.png,1899_c4_comp1_mask.png,14998,0.05948,0.05948
1899_c4_comp2,1899,4,avocado,tail,1899_c4_comp2_img.png,1899_c4_comp2_mask.png,9638,0.038223,0.038223
1905_c90_comp1,1905,90,soy,tail,1905_c90_comp1_img.png,1905_c90_comp1_mask.png,1223169,0.12761,0.12761
1909_c39_comp1,1909,39,garlic,tail,1909_c39_comp1_img.png,1909_c39_comp1_mask.png,9193,0.046637,0.046637
1909_c39_comp2,1909,39,garlic,tail,1909_c39_comp2_img.png,1909_c39_comp2_mask.png,2163,0.010973,0.010973
1909_c39_comp3,1909,39,garlic,tail,1909_c39_comp3_img.png,1909_c39_comp3_mask.png,8124,0.041213,0.041213
1914_c85_comp1,1914,85,shellfish,tail,1914_c85_comp1_img.png,1914_c85_comp1_mask.png,1902,0.009674,0.009674
1914_c85_comp2,1914,85,shellfish,tail,1914_c85_comp2_img.png,1914_c85_comp2_mask.png,43162,0.219533,0.219533
1918_c78_comp1,1918,78,raspberry,tail,1918_c78_comp1_img.png,1918_c78_comp1_mask.png,5036,0.023644,0.023644
1927_c71_comp1,1927,71,pizza,tail,1927_c71_comp1_img.png,1927_c71_comp1_mask.png,133646,0.124096,0.124096
1927_c71_comp2,1927,71,pizza,tail,1927_c71_comp2_img.png,1927_c71_comp2_mask.png,241918,0.224631,0.224631
1928_c59_comp1,1928,59,olives,tail,1928_c59_comp1_img.png,1928_c59_comp1_mask.png,1925,0.009791,0.009791
1928_c59_comp2,1928,59,olives,tail,1928_c59_comp2_img.png,1928_c59_comp2_mask.png,1915,0.00974,0.00974
1928_c59_comp3,1928,59,olives,tail,1928_c59_comp3_img.png,1928_c59_comp3_mask.png,876,0.004456,0.004456
1928_c77_comp1,1928,77,rape,tail,1928_c77_comp1_img.png,1928_c77_comp1_mask.png,16008,0.081421,0.081421
1929_c54_comp1,1929,54,melon,tail,1929_c54_comp1_img.png,1929_c54_comp1_mask.png,9656,0.049113,0.049113
1929_c54_comp2,1929,54,melon,tail,1929_c54_comp2_img.png,1929_c54_comp2_mask.png,20240,0.102946,0.102946
1929_c98_comp1,1929,98,watermelon,extreme_tail,1929_c98_comp1_img.png,1929_c98_comp1_mask.png,7449,0.037888,0.037888
1929_c98_comp2,1929,98,watermelon,extreme_tail,1929_c98_comp2_img.png,1929_c98_comp2_mask.png,6899,0.03509,0.03509
1933_c32_comp1,1933,32,eggplant,tail,1933_c32_comp1_img.png,1933_c32_comp1_mask.png,35049,0.171998,0.171998
1940_c49_comp1,1940,49,kiwi,tail,1940_c49_comp1_img.png,1940_c49_comp1_mask.png,3140,0.014329,0.014329
1954_c0_comp1,1954,0,almond,tail,1954_c0_comp1_img.png,1954_c0_comp1_mask.png,13409,0.068559,0.068559
1963_c71_comp1,1963,71,pizza,tail,1963_c71_comp1_img.png,1963_c71_comp1_mask.png,35013,0.127822,0.127822
1966_c44_comp1,1966,44,hanamaki baozi,tail,1966_c44_comp1_img.png,1966_c44_comp1_mask.png,99015,0.484683,0.484683
1969_c39_comp1,1969,39,garlic,tail,1969_c39_comp1_img.png,1969_c39_comp1_mask.png,23002,0.033278,0.033278
1971_c100_comp1,1971,100,white radish,tail,1971_c100_comp1_img.png,1971_c100_comp1_mask.png,5709,0.087112,0.087112
1972_c53_comp1,1972,53,mango,tail,1972_c53_comp1_img.png,1972_c53_comp1_mask.png,5345,0.081558,0.081558
1979_c22_comp1,1979,22,chocolate,tail,1979_c22_comp1_img.png,1979_c22_comp1_mask.png,25751,0.392929,0.392929
1981_c77_comp1,1981,77,rape,tail,1981_c77_comp1_img.png,1981_c77_comp1_mask.png,9767,0.055778,0.055778
1987_c67_comp1,1987,67,pear,tail,1987_c67_comp1_img.png,1987_c67_comp1_mask.png,17351,0.14493,0.14493
1989_c4_comp1,1989,4,avocado,tail,1989_c4_comp1_img.png,1989_c4_comp1_mask.png,20398,0.095311,0.095311
1991_c100_comp1,1991,100,white radish,tail,1991_c100_comp1_img.png,1991_c100_comp1_mask.png,36007,0.400078,0.400078
1994_c94_comp1,1994,94,tea,tail,1994_c94_comp1_img.png,1994_c94_comp1_mask.png,10028,0.051005,0.051005
1994_c94_comp2,1994,94,tea,tail,1994_c94_comp2_img.png,1994_c94_comp2_mask.png,4290,0.02182,0.02182
1994_c94_comp3,1994,94,tea,tail,1994_c94_comp3_img.png,1994_c94_comp3_mask.png,1416,0.007202,0.007202
1998_c102_comp1,1998,102,wonton dumplings,extreme_tail,1998_c102_comp1_img.png,1998_c102_comp1_mask.png,98820,0.502625,0.502625
2002_c100_comp1,2002,100,white radish,tail,2002_c100_comp1_img.png,2002_c100_comp1_mask.png,7443,0.037857,0.037857
2002_c100_comp2,2002,100,white radish,tail,2002_c100_comp2_img.png,2002_c100_comp2_mask.png,9485,0.048243,0.048243
2015_c71_comp1,2015,71,pizza,tail,2015_c71_comp1_img.png,2015_c71_comp1_mask.png,21895,0.349604,0.349604
2031_c90_comp1,2031,90,soy,tail,2031_c90_comp1_img.png,2031_c90_comp1_mask.png,19298,0.098155,0.098155
2035_c26_comp1,2035,26,crab,extreme_tail,2035_c26_comp1_img.png,2035_c26_comp1_mask.png,853720,0.552514,0.552514
2037_c0_comp1,2037,0,almond,tail,2037_c0_comp1_img.png,2037_c0_comp1_mask.png,5210,0.01902,0.01902
2037_c0_comp2,2037,0,almond,tail,2037_c0_comp2_img.png,2037_c0_comp2_mask.png,2526,0.009222,0.009222
2037_c0_comp3,2037,0,almond,tail,2037_c0_comp3_img.png,2037_c0_comp3_mask.png,894,0.003264,0.003264
2041_c88_comp1,2041,88,snow peas,tail,2041_c88_comp1_img.png,2041_c88_comp1_mask.png,47300,0.073906,0.073906
2046_c90_comp1,2046,90,soy,tail,2046_c90_comp1_img.png,2046_c90_comp1_mask.png,24807,0.126836,0.126836
2054_c90_comp1,2054,90,soy,tail,2054_c90_comp1_img.png,2054_c90_comp1_mask.png,676885,0.134333,0.134333
2054_c90_comp2,2054,90,soy,tail,2054_c90_comp2_img.png,2054_c90_comp2_mask.png,7470,0.001482,0.001482
2054_c90_comp3,2054,90,soy,tail,2054_c90_comp3_img.png,2054_c90_comp3_mask.png,3857,0.000765,0.000765
2059_c55_comp1,2059,55,milk,tail,2059_c55_comp1_img.png,2059_c55_comp1_mask.png,3485,0.017726,0.017726
2062_c98_comp1,2062,98,watermelon,extreme_tail,2062_c98_comp1_img.png,2062_c98_comp1_mask.png,8909,0.050436,0.050436
