aug_id,base_stem,base_image_path,base_mask_path,aug_type,source_patch_id,source_class_id,target_x,target_y,output_image_path,output_mask_path
2177_rare_crop_01,2177,00002177.jpg,00002177.png,rare_crop,,,,,2177_rare_crop_01.png,2177_rare_crop_01.png
2177_rare_crop_02,2177,00002177.jpg,00002177.png,rare_crop,,,,,2177_rare_crop_02.png,2177_rare_crop_02.png
2178_rare_crop_00,2178,00002178.jpg,00002178.png,rare_crop,,,,,2178_rare_crop_00.png,2178_rare_crop_00.png
2178_rare_crop_01,2178,00002178.jpg,00002178.png,rare_crop,,,,,2178_rare_crop_01.png,2178_rare_crop_01.png
2178_rare_crop_02,2178,00002178.jpg,00002178.png,rare_crop,,,,,2178_rare_crop_02.png,2178_rare_crop_02.png
2182_light_color_00,2182,00002182.jpg,00002182.png,light_color,,,,,2182_light_color_00.png,2182_light_color_00.png
2185_rare_crop_00,2185,00002185.jpg,00002185.png,rare_crop,,,,,2185_rare_crop_00.png,2185_rare_crop_00.png
2185_rare_crop_01,2185,00002185.jpg,00002185.png,rare_crop,,,,,2185_rare_crop_01.png,2185_rare_crop_01.png
2185_rare_crop_02,2185,00002185.jpg,00002185.png,rare_crop,,,,,2185_rare_crop_02.png,2185_rare_crop_02.png
2187_light_color_00,2187,00002187.jpg,00002187.png,light_color,,,,,2187_light_color_00.png,2187_light_color_00.png
2188_light_color_00,2188,00002188.jpg,00002188.png,light_color,,,,,2188_light_color_00.png,2188_light_color_00.png
2189_light_color_00,2189,00002189.jpg,00002189.png,light_color,,,,,2189_light_color_00.png,2189_light_color_00.png
2192_light_color_00,2192,00002192.jpg,00002192.png,light_color,,,,,2192_light_color_00.png,2192_light_color_00.png
2194_hard_crop_00,2194,00002194.jpg,00002194.png,hard_crop,,,,,2194_hard_crop_00.png,2194_hard_crop_00.png
2194_hard_crop_01,2194,00002194.jpg,00002194.png,hard_crop,,,,,2194_hard_crop_01.png,2194_hard_crop_01.png
2195_rare_crop_00,2195,00002195.jpg,00002195.png,rare_crop,,,,,2195_rare_crop_00.png,2195_rare_crop_00.png
2195_rare_crop_01,2195,00002195.jpg,00002195.png,rare_crop,,,,,2195_rare_crop_01.png,2195_rare_crop_01.png
2195_rare_crop_02,2195,00002195.jpg,00002195.png,rare_crop,,,,,2195_rare_crop_02.png,2195_rare_crop_02.png
2197_rare_crop_00,2197,00002197.jpg,00002197.png,rare_crop,,,,,2197_rare_crop_00.png,2197_rare_crop_00.png
2197_rare_crop_01,2197,00002197.jpg,00002197.png,rare_crop,,,,,2197_rare_crop_01.png,2197_rare_crop_01.png
2197_rare_crop_02,2197,00002197.jpg,00002197.png,rare_crop,,,,,2197_rare_crop_02.png,2197_rare_crop_02.png
2201_light_color_00,2201,00002201.jpg,00002201.png,light_color,,,,,2201_light_color_00.png,2201_light_color_00.png
2202_hard_crop_00,2202,00002202.jpg,00002202.png,hard_crop,,,,,2202_hard_crop_00.png,2202_hard_crop_00.png
2202_hard_crop_01,2202,00002202.jpg,00002202.png,hard_crop,,,,,2202_hard_crop_01.png,2202_hard_crop_01.png
2204_light_color_00,2204,00002204.jpg,00002204.png,light_color,,,,,2204_light_color_00.png,2204_light_color_00.png
2205_light_color_00,2205,00002205.jpg,00002205.png,light_color,,,,,2205_light_color_00.png,2205_light_color_00.png
2207_rare_crop_00,2207,00002207.jpg,00002207.png,rare_crop,,,,,2207_rare_crop_00.png,2207_rare_crop_00.png
2207_rare_crop_01,2207,00002207.jpg,00002207.png,rare_crop,,,,,2207_rare_crop_01.png,2207_rare_crop_01.png
2207_rare_crop_02,2207,00002207.jpg,00002207.png,rare_crop,,,,,2207_rare_crop_02.png,2207_rare_crop_02.png
2208_hard_crop_00,2208,00002208.jpg,00002208.png,hard_crop,,,,,2208_hard_crop_00.png,2208_hard_crop_00.png
2208_hard_crop_01,2208,00002208.jpg,00002208.png,hard_crop,,,,,2208_hard_crop_01.png,2208_hard_crop_01.png
2210_light_color_00,2210,00002210.jpg,00002210.png,light_color,,,,,2210_light_color_00.png,2210_light_color_00.png
2211_light_color_00,2211,00002211.jpg,00002211.png,light_color,,,,,2211_light_color_00.png,2211_light_color_00.png
2212_light_color_00,2212,00002212.jpg,00002212.png,light_color,,,,,2212_light_color_00.png,2212_light_color_00.png
2214_light_color_00,2214,00002214.jpg,00002214.png,light_color,,,,,2214_light_color_00.png,2214_light_color_00.png
2215_rare_crop_00,2215,00002215.jpg,00002215.png,rare_crop,,,,,2215_rare_crop_00.png,2215_rare_crop_00.png
2215_rare_crop_01,2215,00002215.jpg,00002215.png,rare_crop,,,,,2215_rare_crop_01.png,2215_rare_crop_01.png
2215_rare_crop_02,2215,00002215.jpg,00002215.png,rare_crop,,,,,2215_rare_crop_02.png,2215_rare_crop_02.png
2216_light_color_00,2216,00002216.jpg,00002216.png,light_color,,,,,2216_light_color_00.png,2216_light_color_00.png
2217_hard_crop_00,2217,00002217.jpg,00002217.png,hard_crop,,,,,2217_hard_crop_00.png,2217_hard_crop_00.png
2217_hard_crop_01,2217,00002217.jpg,00002217.png,hard_crop,,,,,2217_hard_crop_01.png,2217_hard_crop_01.png
2219_light_color_00,2219,00002219.jpg,00002219.png,light_color,,,,,2219_light_color_00.png,2219_light_color_00.png
2224_rare_crop_00,2224,00002224.jpg,00002224.png,rare_crop,,,,,2224_rare_crop_00.png,2224_rare_crop_00.png
2224_rare_crop_01,2224,00002224.jpg,00002224.png,rare_crop,,,,,2224_rare_crop_01.png,2224_rare_crop_01.png
2224_rare_crop_02,2224,00002224.jpg,00002224.png,rare_crop,,,,,2224_rare_crop_02.png,2224_rare_crop_02.png
2226_light_color_00,2226,00002226.jpg,00002226.png,light_color,,,,,2226_light_color_00.png,2226_light_color_00.png
2227_rare_crop_00,2227,00002227.jpg,00002227.png,rare_crop,,,,,2227_rare_crop_00.png,2227_rare_crop_00.png
2227_hard_crop_01,2227,00002227.jpg,00002227.png,hard_crop,,,,,2227_hard_crop_01.png,2227_hard_crop_01.png
2227_copy_paste_02,2227,00002227.jpg,00002227.png,copy_paste,,,,,2227_copy_paste_02.png,2227_copy_paste_02.png
2227_rare_crop_03,2227,00002227.jpg,00002227.png,rare_crop,,,,,2227_rare_crop_03.png,2227_rare_crop_03.png
2227_rare_crop_04,2227,00002227.jpg,00002227.png,rare_crop,,,,,2227_rare_crop_04.png,2227_rare_crop_04.png
2227_copy_paste_05,2227,00002227.jpg,00002227.png,copy_paste,,,,,2227_copy_paste_05.png,2227_copy_paste_05.png
2229_copy_paste_00,2229,00002229.jpg,00002229.png,copy_paste,,,,,2229_copy_paste_00.png,2229_copy_paste_00.png
2229_hard_crop_01,2229,00002229.jpg,00002229.png,hard_crop,,,,,2229_hard_crop_01.png,2229_hard_crop_01.png
2229_hard_crop_02,2229,00002229.jpg,00002229.png,hard_crop,,,,,2229_hard_crop_02.png,2229_hard_crop_02.png
2229_hard_crop_03,2229,00002229.jpg,00002229.png,hard_crop,,,,,2229_hard_crop_03.png,2229_hard_crop_03.png
2229_hard_crop_04,2229,00002229.jpg,00002229.png,hard_crop,,,,,2229_hard_crop_04.png,2229_hard_crop_04.png
2229_hard_crop_05,2229,00002229.jpg,00002229.png,hard_crop,,,,,2229_hard_crop_05.png,2229_hard_crop_05.png
2230_light_color_00,2230,00002230.jpg,00002230.png,light_color,,,,,2230_light_color_00.png,2230_light_color_00.png
2235_light_color_00,2235,00002235.jpg,00002235.png,light_color,,,,,2235_light_color_00.png,2235_light_color_00.png
2236_hard_crop_00,2236,00002236.jpg,00002236.png,hard_crop,,,,,2236_hard_crop_00.png,2236_hard_crop_00.png
2236_hard_crop_01,2236,00002236.jpg,00002236.png,hard_crop,,,,,2236_hard_crop_01.png,2236_hard_crop_01.png
2237_light_color_00,2237,00002237.jpg,00002237.png,light_color,,,,,2237_light_color_00.png,2237_light_color_00.png
2238_light_color_00,2238,00002238.jpg,00002238.png,light_color,,,,,2238_light_color_00.png,2238_light_color_00.png
2244_light_color_00,2244,00002244.jpg,00002244.png,light_color,,,,,2244_light_color_00.png,2244_light_color_00.png
2246_rare_crop_00,2246,00002246.jpg,00002246.png,rare_crop,,,,,2246_rare_crop_00.png,2246_rare_crop_00.png
2246_rare_crop_01,2246,00002246.jpg,00002246.png,rare_crop,,,,,2246_rare_crop_01.png,2246_rare_crop_01.png
2246_rare_crop_02,2246,00002246.jpg,00002246.png,rare_crop,,,,,2246_rare_crop_02.png,2246_rare_crop_02.png
2247_hard_crop_00,2247,00002247.jpg,00002247.png,hard_crop,,,,,2247_hard_crop_00.png,2247_hard_crop_00.png
2247_hard_crop_01,2247,00002247.jpg,00002247.png,hard_crop,,,,,2247_hard_crop_01.png,2247_hard_crop_01.png
2248_light_color_00,2248,00002248.jpg,00002248.png,light_color,,,,,2248_light_color_00.png,2248_light_color_00.png
2250_hard_crop_00,2250,00002250.jpg,00002250.png,hard_crop,,,,,2250_hard_crop_00.png,2250_hard_crop_00.png
2250_hard_crop_01,2250,00002250.jpg,00002250.png,hard_crop,,,,,2250_hard_crop_01.png,2250_hard_crop_01.png
2251_hard_crop_00,2251,00002251.jpg,00002251.png,hard_crop,,,,,2251_hard_crop_00.png,2251_hard_crop_00.png
2251_hard_crop_01,2251,00002251.jpg,00002251.png,hard_crop,,,,,2251_hard_crop_01.png,2251_hard_crop_01.png
2253_light_color_00,2253,00002253.jpg,00002253.png,light_color,,,,,2253_light_color_00.png,2253_light_color_00.png
2254_light_color_00,2254,00002254.jpg,00002254.png,light_color,,,,,2254_light_color_00.png,2254_light_color_00.png
2255_hard_crop_00,2255,00002255.jpg,00002255.png,hard_crop,,,,,2255_hard_crop_00.png,2255_hard_crop_00.png
2255_hard_crop_01,2255,00002255.jpg,00002255.png,hard_crop,,,,,2255_hard_crop_01.png,2255_hard_crop_01.png
2260_hard_crop_00,2260,00002260.jpg,00002260.png,hard_crop,,,,,2260_hard_crop_00.png,2260_hard_crop_00.png
2260_hard_crop_01,2260,00002260.jpg,00002260.png,hard_crop,,,,,2260_hard_crop_01.png,2260_hard_crop_01.png
2261_light_color_00,2261,00002261.jpg,00002261.png,light_color,,,,,2261_light_color_00.png,2261_light_color_00.png
2262_light_color_00,2262,00002262.jpg,00002262.png,light_color,,,,,2262_light_color_00.png,2262_light_color_00.png
2263_rare_crop_00,2263,00002263.jpg,00002263.png,rare_crop,,,,,2263_rare_crop_00.png,2263_rare_crop_00.png
2263_rare_crop_01,2263,00002263.jpg,00002263.png,rare_crop,,,,,2263_rare_crop_01.png,2263_rare_crop_01.png
2263_rare_crop_02,2263,00002263.jpg,00002263.png,rare_crop,,,,,2263_rare_crop_02.png,2263_rare_crop_02.png
2264_light_color_00,2264,00002264.jpg,00002264.png,light_color,,,,,2264_light_color_00.png,2264_light_color_00.png
2265_light_color_00,2265,00002265.jpg,00002265.png,light_color,,,,,2265_light_color_00.png,2265_light_color_00.png
2266_rare_crop_00,2266,00002266.jpg,00002266.png,rare_crop,,,,,2266_rare_crop_00.png,2266_rare_crop_00.png
2266_rare_crop_01,2266,00002266.jpg,00002266.png,rare_crop,,,,,2266_rare_crop_01.png,2266_rare_crop_01.png
2266_rare_crop_02,2266,00002266.jpg,00002266.png,rare_crop,,,,,2266_rare_crop_02.png,2266_rare_crop_02.png
2267_hard_crop_00,2267,00002267.jpg,00002267.png,hard_crop,,,,,2267_hard_crop_00.png,2267_hard_crop_00.png
2267_hard_crop_01,2267,00002267.jpg,00002267.png,hard_crop,,,,,2267_hard_crop_01.png,2267_hard_crop_01.png
2269_light_color_00,2269,00002269.jpg,00002269.png,light_color,,,,,2269_light_color_00.png,2269_light_color_00.png
2270_light_color_00,2270,00002270.jpg,00002270.png,light_color,,,,,2270_light_color_00.png,2270_light_color_00.png
2271_light_color_00,2271,00002271.jpg,00002271.png,light_color,,,,,2271_light_color_00.png,2271_light_color_00.png
2274_light_color_00,2274,00002274.jpg,00002274.png,light_color,,,,,2274_light_color_00.png,2274_light_color_00.png
2275_hard_crop_00,2275,00002275.jpg,00002275.png,hard_crop,,,,,2275_hard_crop_00.png,2275_hard_crop_00.png
2275_hard_crop_01,2275,00002275.jpg,00002275.png,hard_crop,,,,,2275_hard_crop_01.png,2275_hard_crop_01.png
2277_hard_crop_00,2277,00002277.jpg,00002277.png,hard_crop,,,,,2277_hard_crop_00.png,2277_hard_crop_00.png
2277_hard_crop_01,2277,00002277.jpg,00002277.png,hard_crop,,,,,2277_hard_crop_01.png,2277_hard_crop_01.png
2280_hard_crop_00,2280,00002280.jpg,00002280.png,hard_crop,,,,,2280_hard_crop_00.png,2280_hard_crop_00.png
2280_hard_crop_01,2280,00002280.jpg,00002280.png,hard_crop,,,,,2280_hard_crop_01.png,2280_hard_crop_01.png
2281_rare_crop_00,2281,00002281.jpg,00002281.png,rare_crop,,,,,2281_rare_crop_00.png,2281_rare_crop_00.png
2281_rare_crop_01,2281,00002281.jpg,00002281.png,rare_crop,,,,,2281_rare_crop_01.png,2281_rare_crop_01.png
2281_rare_crop_02,2281,00002281.jpg,00002281.png,rare_crop,,,,,2281_rare_crop_02.png,2281_rare_crop_02.png
2281_copy_paste_03,2281,00002281.jpg,00002281.png,copy_paste,,,,,2281_copy_paste_03.png,2281_copy_paste_03.png
2281_rare_crop_04,2281,00002281.jpg,00002281.png,rare_crop,,,,,2281_rare_crop_04.png,2281_rare_crop_04.png
2282_rare_crop_00,2282,00002282.jpg,00002282.png,rare_crop,,,,,2282_rare_crop_00.png,2282_rare_crop_00.png
2282_rare_crop_01,2282,00002282.jpg,00002282.png,rare_crop,,,,,2282_rare_crop_01.png,2282_rare_crop_01.png
2282_rare_crop_02,2282,00002282.jpg,00002282.png,rare_crop,,,,,2282_rare_crop_02.png,2282_rare_crop_02.png
2283_light_color_00,2283,00002283.jpg,00002283.png,light_color,,,,,2283_light_color_00.png,2283_light_color_00.png
2287_hard_crop_00,2287,00002287.jpg,00002287.png,hard_crop,,,,,2287_hard_crop_00.png,2287_hard_crop_00.png
2287_hard_crop_01,2287,00002287.jpg,00002287.png,hard_crop,,,,,2287_hard_crop_01.png,2287_hard_crop_01.png
2288_light_color_00,2288,00002288.jpg,00002288.png,light_color,,,,,2288_light_color_00.png,2288_light_color_00.png
2290_rare_crop_00,2290,00002290.jpg,00002290.png,rare_crop,,,,,2290_rare_crop_00.png,2290_rare_crop_00.png
2290_rare_crop_01,2290,00002290.jpg,00002290.png,rare_crop,,,,,2290_rare_crop_01.png,2290_rare_crop_01.png
2290_rare_crop_02,2290,00002290.jpg,00002290.png,rare_crop,,,,,2290_rare_crop_02.png,2290_rare_crop_02.png
2292_rare_crop_00,2292,00002292.jpg,00002292.png,rare_crop,,,,,2292_rare_crop_00.png,2292_rare_crop_00.png
2292_rare_crop_01,2292,00002292.jpg,00002292.png,rare_crop,,,,,2292_rare_crop_01.png,2292_rare_crop_01.png
2292_rare_crop_02,2292,00002292.jpg,00002292.png,rare_crop,,,,,2292_rare_crop_02.png,2292_rare_crop_02.png
2293_rare_crop_00,2293,00002293.jpg,00002293.png,rare_crop,,,,,2293_rare_crop_00.png,2293_rare_crop_00.png
2293_rare_crop_01,2293,00002293.jpg,00002293.png,rare_crop,,,,,2293_rare_crop_01.png,2293_rare_crop_01.png
2293_rare_crop_02,2293,00002293.jpg,00002293.png,rare_crop,,,,,2293_rare_crop_02.png,2293_rare_crop_02.png
2295_light_color_00,2295,00002295.jpg,00002295.png,light_color,,,,,2295_light_color_00.png,2295_light_color_00.png
2297_light_color_00,2297,00002297.jpg,00002297.png,light_color,,,,,2297_light_color_00.png,2297_light_color_00.png
2298_light_color_00,2298,00002298.jpg,00002298.png,light_color,,,,,2298_light_color_00.png,2298_light_color_00.png
2299_hard_crop_00,2299,00002299.jpg,00002299.png,hard_crop,,,,,2299_hard_crop_00.png,2299_hard_crop_00.png
2299_hard_crop_01,2299,00002299.jpg,00002299.png,hard_crop,,,,,2299_hard_crop_01.png,2299_hard_crop_01.png
2300_light_color_00,2300,00002300.jpg,00002300.png,light_color,,,,,2300_light_color_00.png,2300_light_color_00.png
2302_light_color_00,2302,00002302.jpg,00002302.png,light_color,,,,,2302_light_color_00.png,2302_light_color_00.png
2303_rare_crop_00,2303,00002303.jpg,00002303.png,rare_crop,,,,,2303_rare_crop_00.png,2303_rare_crop_00.png
2303_rare_crop_01,2303,00002303.jpg,00002303.png,rare_crop,,,,,2303_rare_crop_01.png,2303_rare_crop_01.png
2303_rare_crop_02,2303,00002303.jpg,00002303.png,rare_crop,,,,,2303_rare_crop_02.png,2303_rare_crop_02.png
2304_light_color_00,2304,00002304.jpg,00002304.png,light_color,,,,,2304_light_color_00.png,2304_light_color_00.png
2306_rare_crop_00,2306,00002306.jpg,00002306.png,rare_crop,,,,,2306_rare_crop_00.png,2306_rare_crop_00.png
2306_rare_crop_01,2306,00002306.jpg,00002306.png,rare_crop,,,,,2306_rare_crop_01.png,2306_rare_crop_01.png
2306_rare_crop_02,2306,00002306.jpg,00002306.png,rare_crop,,,,,2306_rare_crop_02.png,2306_rare_crop_02.png
2309_hard_crop_00,2309,00002309.jpg,00002309.png,hard_crop,,,,,2309_hard_crop_00.png,2309_hard_crop_00.png
2309_hard_crop_01,2309,00002309.jpg,00002309.png,hard_crop,,,,,2309_hard_crop_01.png,2309_hard_crop_01.png
2310_light_color_00,2310,00002310.jpg,00002310.png,light_color,,,,,2310_light_color_00.png,2310_light_color_00.png
2311_rare_crop_00,2311,00002311.jpg,00002311.png,rare_crop,,,,,2311_rare_crop_00.png,2311_rare_crop_00.png
2311_rare_crop_01,2311,00002311.jpg,00002311.png,rare_crop,,,,,2311_rare_crop_01.png,2311_rare_crop_01.png
2311_rare_crop_02,2311,00002311.jpg,00002311.png,rare_crop,,,,,2311_rare_crop_02.png,2311_rare_crop_02.png
2316_light_color_00,2316,00002316.jpg,00002316.png,light_color,,,,,2316_light_color_00.png,2316_light_color_00.png
2318_hard_crop_00,2318,00002318.jpg,00002318.png,hard_crop,,,,,2318_hard_crop_00.png,2318_hard_crop_00.png
2318_hard_crop_01,2318,00002318.jpg,00002318.png,hard_crop,,,,,2318_hard_crop_01.png,2318_hard_crop_01.png
2319_rare_crop_00,2319,00002319.jpg,00002319.png,rare_crop,,,,,2319_rare_crop_00.png,2319_rare_crop_00.png
2319_rare_crop_01,2319,00002319.jpg,00002319.png,rare_crop,,,,,2319_rare_crop_01.png,2319_rare_crop_01.png
2319_rare_crop_02,2319,00002319.jpg,00002319.png,rare_crop,,,,,2319_rare_crop_02.png,2319_rare_crop_02.png
2320_rare_crop_00,2320,00002320.jpg,00002320.png,rare_crop,,,,,2320_rare_crop_00.png,2320_rare_crop_00.png
2320_rare_crop_01,2320,00002320.jpg,00002320.png,rare_crop,,,,,2320_rare_crop_01.png,2320_rare_crop_01.png
2320_rare_crop_02,2320,00002320.jpg,00002320.png,rare_crop,,,,,2320_rare_crop_02.png,2320_rare_crop_02.png
2321_hard_crop_00,2321,00002321.jpg,00002321.png,hard_crop,,,,,2321_hard_crop_00.png,2321_hard_crop_00.png
2321_hard_crop_01,2321,00002321.jpg,00002321.png,hard_crop,,,,,2321_hard_crop_01.png,2321_hard_crop_01.png
2324_light_color_00,2324,00002324.jpg,00002324.png,light_color,,,,,2324_light_color_00.png,2324_light_color_00.png
2325_hard_crop_00,2325,00002325.jpg,00002325.png,hard_crop,,,,,2325_hard_crop_00.png,2325_hard_crop_00.png
2325_hard_crop_01,2325,00002325.jpg,00002325.png,hard_crop,,,,,2325_hard_crop_01.png,2325_hard_crop_01.png
2325_copy_paste_02,2325,00002325.jpg,00002325.png,copy_paste,,,,,2325_copy_paste_02.png,2325_copy_paste_02.png
2325_rare_crop_03,2325,00002325.jpg,00002325.png,rare_crop,,,,,2325_rare_crop_03.png,2325_rare_crop_03.png
2325_rare_crop_04,2325,00002325.jpg,00002325.png,rare_crop,,,,,2325_rare_crop_04.png,2325_rare_crop_04.png
2325_rare_crop_05,2325,00002325.jpg,00002325.png,rare_crop,,,,,2325_rare_crop_05.png,2325_rare_crop_05.png
2326_rare_crop_00,2326,00002326.jpg,00002326.png,rare_crop,,,,,2326_rare_crop_00.png,2326_rare_crop_00.png
2326_rare_crop_01,2326,00002326.jpg,00002326.png,rare_crop,,,,,2326_rare_crop_01.png,2326_rare_crop_01.png
2326_rare_crop_02,2326,00002326.jpg,00002326.png,rare_crop,,,,,2326_rare_crop_02.png,2326_rare_crop_02.png
2327_light_color_00,2327,00002327.jpg,00002327.png,light_color,,,,,2327_light_color_00.png,2327_light_color_00.png
2328_light_color_00,2328,00002328.jpg,00002328.png,light_color,,,,,2328_light_color_00.png,2328_light_color_00.png
2329_rare_crop_00,2329,00002329.jpg,00002329.png,rare_crop,,,,,2329_rare_crop_00.png,2329_rare_crop_00.png
2329_rare_crop_01,2329,00002329.jpg,00002329.png,rare_crop,,,,,2329_rare_crop_01.png,2329_rare_crop_01.png
2329_rare_crop_02,2329,00002329.jpg,00002329.png,rare_crop,,,,,2329_rare_crop_02.png,2329_rare_crop_02.png
2330_light_color_00,2330,00002330.jpg,00002330.png,light_color,,,,,2330_light_color_00.png,2330_light_color_00.png
2331_light_color_00,2331,00002331.jpg,00002331.png,light_color,,,,,2331_light_color_00.png,2331_light_color_00.png
2332_hard_crop_00,2332,00002332.jpg,00002332.png,hard_crop,,,,,2332_hard_crop_00.png,2332_hard_crop_00.png
2332_hard_crop_01,2332,00002332.jpg,00002332.png,hard_crop,,,,,2332_hard_crop_01.png,2332_hard_crop_01.png
2333_hard_crop_00,2333,00002333.jpg,00002333.png,hard_crop,,,,,2333_hard_crop_00.png,2333_hard_crop_00.png
2333_hard_crop_01,2333,00002333.jpg,00002333.png,hard_crop,,,,,2333_hard_crop_01.png,2333_hard_crop_01.png
2334_light_color_00,2334,00002334.jpg,00002334.png,light_color,,,,,2334_light_color_00.png,2334_light_color_00.png
2336_light_color_00,2336,00002336.jpg,00002336.png,light_color,,,,,2336_light_color_00.png,2336_light_color_00.png
2339_light_color_00,2339,00002339.jpg,00002339.png,light_color,,,,,2339_light_color_00.png,2339_light_color_00.png
2340_light_color_00,2340,00002340.jpg,00002340.png,light_color,,,,,2340_light_color_00.png,2340_light_color_00.png
2341_hard_crop_00,2341,00002341.jpg,00002341.png,hard_crop,,,,,2341_hard_crop_00.png,2341_hard_crop_00.png
2341_copy_paste_01,2341,00002341.jpg,00002341.png,copy_paste,,,,,2341_copy_paste_01.png,2341_copy_paste_01.png
2341_hard_crop_02,2341,00002341.jpg,00002341.png,hard_crop,,,,,2341_hard_crop_02.png,2341_hard_crop_02.png
2341_hard_crop_03,2341,00002341.jpg,00002341.png,hard_crop,,,,,2341_hard_crop_03.png,2341_hard_crop_03.png
2341_copy_paste_04,2341,00002341.jpg,00002341.png,copy_paste,,,,,2341_copy_paste_04.png,2341_copy_paste_04.png
2341_rare_crop_05,2341,00002341.jpg,00002341.png,rare_crop,,,,,2341_rare_crop_05.png,2341_rare_crop_05.png
2342_light_color_00,2342,00002342.jpg,00002342.png,light_color,,,,,2342_light_color_00.png,2342_light_color_00.png
2344_rare_crop_00,2344,00002344.jpg,00002344.png,rare_crop,,,,,2344_rare_crop_00.png,2344_rare_crop_00.png
2344_rare_crop_01,2344,00002344.jpg,00002344.png,rare_crop,,,,,2344_rare_crop_01.png,2344_rare_crop_01.png
2344_rare_crop_02,2344,00002344.jpg,00002344.png,rare_crop,,,,,2344_rare_crop_02.png,2344_rare_crop_02.png
2347_light_color_00,2347,00002347.jpg,00002347.png,light_color,,,,,2347_light_color_00.png,2347_light_color_00.png
2348_light_color_00,2348,00002348.jpg,00002348.png,light_color,,,,,2348_light_color_00.png,2348_light_color_00.png
2350_rare_crop_00,2350,00002350.jpg,00002350.png,rare_crop,,,,,2350_rare_crop_00.png,2350_rare_crop_00.png
2350_rare_crop_01,2350,00002350.jpg,00002350.png,rare_crop,,,,,2350_rare_crop_01.png,2350_rare_crop_01.png
2350_rare_crop_02,2350,00002350.jpg,00002350.png,rare_crop,,,,,2350_rare_crop_02.png,2350_rare_crop_02.png
2351_light_color_00,2351,00002351.jpg,00002351.png,light_color,,,,,2351_light_color_00.png,2351_light_color_00.png
2352_light_color_00,2352,00002352.jpg,00002352.png,light_color,,,,,2352_light_color_00.png,2352_light_color_00.png
2354_rare_crop_00,2354,00002354.jpg,00002354.png,rare_crop,,,,,2354_rare_crop_00.png,2354_rare_crop_00.png
2354_rare_crop_01,2354,00002354.jpg,00002354.png,rare_crop,,,,,2354_rare_crop_01.png,2354_rare_crop_01.png
2354_rare_crop_02,2354,00002354.jpg,00002354.png,rare_crop,,,,,2354_rare_crop_02.png,2354_rare_crop_02.png
2355_rare_crop_00,2355,00002355.jpg,00002355.png,rare_crop,,,,,2355_rare_crop_00.png,2355_rare_crop_00.png
2355_rare_crop_01,2355,00002355.jpg,00002355.png,rare_crop,,,,,2355_rare_crop_01.png,2355_rare_crop_01.png
2355_rare_crop_02,2355,00002355.jpg,00002355.png,rare_crop,,,,,2355_rare_crop_02.png,2355_rare_crop_02.png
2356_hard_crop_00,2356,00002356.jpg,00002356.png,hard_crop,,,,,2356_hard_crop_00.png,2356_hard_crop_00.png
2356_hard_crop_01,2356,00002356.jpg,00002356.png,hard_crop,,,,,2356_hard_crop_01.png,2356_hard_crop_01.png
2357_hard_crop_00,2357,00002357.jpg,00002357.png,hard_crop,,,,,2357_hard_crop_00.png,2357_hard_crop_00.png
2357_hard_crop_01,2357,00002357.jpg,00002357.png,hard_crop,,,,,2357_hard_crop_01.png,2357_hard_crop_01.png
2360_rare_crop_00,2360,00002360.jpg,00002360.png,rare_crop,,,,,2360_rare_crop_00.png,2360_rare_crop_00.png
2360_rare_crop_01,2360,00002360.jpg,00002360.png,rare_crop,,,,,2360_rare_crop_01.png,2360_rare_crop_01.png
2360_rare_crop_02,2360,00002360.jpg,00002360.png,rare_crop,,,,,2360_rare_crop_02.png,2360_rare_crop_02.png
2361_hard_crop_00,2361,00002361.jpg,00002361.png,hard_crop,,,,,2361_hard_crop_00.png,2361_hard_crop_00.png
2361_hard_crop_01,2361,00002361.jpg,00002361.png,hard_crop,,,,,2361_hard_crop_01.png,2361_hard_crop_01.png
2361_hard_crop_02,2361,00002361.jpg,00002361.png,hard_crop,,,,,2361_hard_crop_02.png,2361_hard_crop_02.png
2361_copy_paste_03,2361,00002361.jpg,00002361.png,copy_paste,,,,,2361_copy_paste_03.png,2361_copy_paste_03.png
2361_rare_crop_04,2361,00002361.jpg,00002361.png,rare_crop,,,,,2361_rare_crop_04.png,2361_rare_crop_04.png
2361_copy_paste_05,2361,00002361.jpg,00002361.png,copy_paste,,,,,2361_copy_paste_05.png,2361_copy_paste_05.png
2362_light_color_00,2362,00002362.jpg,00002362.png,light_color,,,,,2362_light_color_00.png,2362_light_color_00.png
2363_light_color_00,2363,00002363.jpg,00002363.png,light_color,,,,,2363_light_color_00.png,2363_light_color_00.png
2364_light_color_00,2364,00002364.jpg,00002364.png,light_color,,,,,2364_light_color_00.png,2364_light_color_00.png
2367_light_color_00,2367,00002367.jpg,00002367.png,light_color,,,,,2367_light_color_00.png,2367_light_color_00.png
2368_light_color_00,2368,00002368.jpg,00002368.png,light_color,,,,,2368_light_color_00.png,2368_light_color_00.png
2370_rare_crop_00,2370,00002370.jpg,00002370.png,rare_crop,,,,,2370_rare_crop_00.png,2370_rare_crop_00.png
2370_rare_crop_01,2370,00002370.jpg,00002370.png,rare_crop,,,,,2370_rare_crop_01.png,2370_rare_crop_01.png
2370_rare_crop_02,2370,00002370.jpg,00002370.png,rare_crop,,,,,2370_rare_crop_02.png,2370_rare_crop_02.png
2373_light_color_00,2373,00002373.jpg,00002373.png,light_color,,,,,2373_light_color_00.png,2373_light_color_00.png
