stem,split,image_path,mask_path,height,width,fg_ratio,num_present_classes,num_connected_components,present_classes,present_class_names,present_class_groups,has_tail,has_extreme_tail,rare_score,hard_score_gt,difficulty_level,stage1_weight,stage2_weight,aug_policy
00003608,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003608.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003608.png,390,512,0.5864,4,1,"[15, 60, 92, 103]","['carrot', 'onion', 'steak', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1332,1.9771999999999998,easy,2.6332,1.6663999999999999,none
00003609,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003609.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003609.png,384,512,0.7414,6,1,"[25, 36, 74, 87, 96, 103]","['corn', 'french beans', 'potato', 'shrimp', 'tomato', 'background']","['medium', 'medium', 'head', 'medium', 'head', 'background']",False,False,0.3214,2.1672000000000002,easy,2.8214,2.0428,none
00003610,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003610.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003610.png,2592,1944,0.3058,7,1,"[15, 17, 21, 36, 51, 74, 103]","['carrot', 'cauliflower', 'chicken duck', 'french beans', 'lemon', 'potato', 'background']","['head', 'medium', 'head', 'medium', 'medium', 'head', 'background']",False,False,0.3174,3.2883999999999998,hard,1.7174,3.6348000000000003,hard_crop
00003611,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003611.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003611.png,453,640,0.1785,2,1,"[62, 103]","['other ingredients', 'background']","['medium', 'background']",False,False,0.0891,2.293,medium,2.0891,2.1782,light
00003612,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003612.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003612.png,2560,1920,0.2883,4,1,"[25, 26, 74, 103]","['corn', 'crab', 'potato', 'background']","['medium', 'extreme_tail', 'head', 'background']",False,True,0.4728,3.7733999999999996,hard,1.8727999999999998,5.4456,mix
00003613,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003613.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003613.png,256,256,0.8038,3,2,"[13, 51, 103]","['cake', 'lemon', 'background']","['medium', 'medium', 'background']",False,False,0.1161,1.4424000000000001,easy,2.6161000000000003,1.6322,none
00003614,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003614.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003614.png,384,512,0.4688,7,2,"[36, 52, 77, 82, 96, 102, 103]","['french beans', 'lettuce', 'rape', 'sauce', 'tomato', 'wonton dumplings', 'background']","['medium', 'medium', 'tail', 'head', 'head', 'extreme_tail', 'background']",True,True,0.7541,5.1124,hard,2.1541,6.0082,mix
00003615,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003615.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003615.png,1944,2592,0.4097,4,1,"[10, 30, 83, 103]","['bread', 'egg', 'sausage', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1883,2.3306,medium,2.1883,2.3766,light
00003616,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003616.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003616.png,356,512,0.4168,6,1,"[21, 23, 45, 77, 82, 103]","['chicken duck', 'cilantro mint', 'ice cream', 'rape', 'sauce', 'background']","['head', 'head', 'head', 'tail', 'head', 'background']",True,False,0.3104,3.6163999999999996,hard,1.7104,3.6208,rare_crop
00003617,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003617.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003617.png,256,256,0.3257,6,1,"[11, 15, 45, 74, 92, 103]","['broccoli', 'carrot', 'ice cream', 'potato', 'steak', 'background']","['head', 'head', 'head', 'head', 'head', 'background']",False,False,0.1975,2.9985999999999997,hard,1.5975000000000001,3.395,hard_crop
00003618,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003618.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003618.png,485,512,0.7721,4,1,"[21, 25, 61, 103]","['chicken duck', 'corn', 'orange', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1753,1.6058,easy,2.6753,1.7506,none
00003619,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003619.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003619.png,252,410,0.3508,3,2,"[13, 78, 103]","['cake', 'raspberry', 'background']","['medium', 'tail', 'background']",True,False,0.2164,3.1483999999999996,hard,1.6164,3.4328000000000003,rare_crop
00003620,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003620.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003620.png,2448,3264,0.4889,5,1,"[3, 60, 86, 92, 103]","['asparagus', 'onion', 'shiitake', 'steak', 'background']","['medium', 'medium', 'medium', 'head', 'background']",False,False,0.3187,2.4222,medium,2.3186999999999998,2.6374,light
00003621,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003621.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003621.png,400,537,0.2798,5,1,"[9, 10, 23, 45, 103]","['blueberry', 'bread', 'cilantro mint', 'ice cream', 'background']","['medium', 'head', 'head', 'head', 'background']",False,False,0.2105,2.8404,medium,2.2104999999999997,2.4210000000000003,light
00003622,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003622.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003622.png,312,512,0.4512,4,1,"[10, 25, 92, 103]","['bread', 'corn', 'steak', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1307,2.2476,easy,2.6307,1.6614,none
00003623,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003623.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003623.png,450,600,0.3977,3,1,"[60, 83, 103]","['onion', 'sausage', 'background']","['medium', 'medium', 'background']",False,False,0.1389,2.1046,easy,2.6389,1.6778,none
00003624,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003624.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003624.png,375,512,0.5858,3,1,"[10, 96, 103]","['bread', 'tomato', 'background']","['head', 'head', 'background']",False,False,0.0726,1.7284000000000002,easy,2.5726,1.5452,none
00003625,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003625.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003625.png,417,512,0.8064,7,2,"[10, 60, 68, 90, 92, 96, 103]","['bread', 'onion', 'pepper', 'soy', 'steak', 'tomato', 'background']","['head', 'medium', 'medium', 'tail', 'head', 'head', 'background']",True,False,0.4373,3.2371999999999996,hard,1.8373,3.8746,rare_crop
00003626,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003626.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003626.png,2448,3264,0.5816,4,1,"[21, 25, 80, 103]","['chicken duck', 'corn', 'rice', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1437,1.9868000000000001,easy,2.6437,1.6873999999999998,none
00003627,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003627.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003627.png,274,410,0.4238,4,1,"[9, 45, 78, 103]","['blueberry', 'ice cream', 'raspberry', 'background']","['medium', 'head', 'tail', 'background']",True,False,0.2859,3.1024000000000003,hard,1.6859000000000002,3.5718,rare_crop
00003628,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003628.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003628.png,465,873,0.5036,6,1,"[3, 21, 56, 69, 80, 103]","['asparagus', 'chicken duck', 'milkshake', 'pie', 'rice', 'background']","['medium', 'head', 'medium', 'medium', 'medium', 'background']",False,False,0.3591,2.6428,medium,2.3590999999999998,2.7182,light
00003629,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003629.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003629.png,311,512,0.6867,5,1,"[15, 21, 42, 80, 103]","['carrot', 'chicken duck', 'green beans', 'rice', 'background']","['head', 'head', 'medium', 'medium', 'background']",False,False,0.2112,2.0266,easy,2.7112,1.8224,none
00003630,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003630.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003630.png,384,512,0.3177,5,1,"[38, 74, 77, 82, 103]","['fried meat', 'potato', 'rape', 'sauce', 'background']","['medium', 'head', 'tail', 'head', 'background']",True,False,0.3077,3.5645999999999995,hard,1.7077,3.6154,rare_crop
00003631,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003631.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003631.png,400,400,0.658,6,1,"[8, 9, 45, 46, 93, 103]","['biscuit', 'blueberry', 'ice cream', 'juice', 'strawberry', 'background']","['medium', 'medium', 'head', 'medium', 'medium', 'background']",False,False,0.3723,2.334,medium,2.3723,2.7446,light
00003632,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003632.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003632.png,359,512,0.7138,4,2,"[21, 25, 74, 103]","['chicken duck', 'corn', 'potato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1319,1.8724,easy,2.6319,1.6638000000000002,none
00003633,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003633.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003633.png,428,640,0.5234,4,2,"[13, 20, 45, 103]","['cake', 'cherry', 'ice cream', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.1944,2.2532,easy,2.6944,1.7888000000000002,none
00003634,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003634.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003634.png,406,512,0.4061,4,1,"[10, 57, 87, 103]","['bread', 'noodles', 'shrimp', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.2382,2.3377999999999997,medium,2.2382,2.4764,light
00003635,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003635.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003635.png,428,642,0.4693,5,1,"[10, 60, 62, 92, 103]","['bread', 'onion', 'other ingredients', 'steak', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.2207,2.4614,medium,2.2207,2.4414,light
00003636,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003636.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003636.png,2322,4128,0.4405,3,2,"[21, 25, 103]","['chicken duck', 'corn', 'background']","['head', 'medium', 'background']",False,False,0.094,2.169,easy,2.5940000000000003,1.588,none
00003637,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003637.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003637.png,384,512,0.1399,3,3,"[13, 24, 103]","['cake', 'coffee', 'background']","['medium', 'medium', 'background']",False,False,0.1626,2.9202,hard,1.5626000000000002,3.3251999999999997,hard_crop
00003638,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003638.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003638.png,384,512,0.5017,4,1,"[10, 30, 83, 103]","['bread', 'egg', 'sausage', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1883,2.1466,easy,2.6883,1.7766000000000002,none
00003639,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003639.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003639.png,256,256,0.6129,6,1,"[10, 11, 30, 37, 52, 103]","['bread', 'broccoli', 'egg', 'french fries', 'lettuce', 'background']","['head', 'head', 'medium', 'medium', 'medium', 'background']",False,False,0.2846,2.4242,medium,2.2846,2.5692,light
00003640,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003640.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003640.png,273,410,0.2389,5,2,"[36, 51, 57, 87, 103]","['french beans', 'lemon', 'noodles', 'shrimp', 'background']","['medium', 'medium', 'medium', 'medium', 'background']",False,False,0.3265,3.0722,hard,1.7265000000000001,3.653,hard_crop
00003641,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003641.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003641.png,387,512,0.4042,5,1,"[10, 25, 73, 74, 103]","['bread', 'corn', 'pork', 'potato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.1798,2.5915999999999997,medium,2.1798,2.3596,light
00003642,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003642.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003642.png,256,256,0.5759,7,1,"[11, 39, 57, 68, 73, 96, 103]","['broccoli', 'garlic', 'noodles', 'pepper', 'pork', 'tomato', 'background']","['head', 'tail', 'medium', 'medium', 'medium', 'head', 'background']",True,False,0.4206,3.5482000000000005,hard,1.8205999999999998,3.8411999999999997,rare_crop
00003643,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003643.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003643.png,256,256,0.417,4,1,"[9, 13, 93, 103]","['blueberry', 'cake', 'strawberry', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2037,2.316,medium,2.2037,2.4074,light
00003644,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003644.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003644.png,1365,2048,0.5048,3,1,"[32, 68, 103]","['eggplant', 'pepper', 'background']","['tail', 'medium', 'background']",True,False,0.3796,2.6904,medium,2.3796,2.7592,rare_crop
00003645,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003645.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003645.png,385,512,0.8606,6,1,"[15, 36, 73, 74, 96, 103]","['carrot', 'french beans', 'pork', 'potato', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'head', 'background']",False,False,0.2316,1.9287999999999998,easy,2.7316000000000003,1.8632,none
00003646,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003646.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003646.png,333,512,0.561,9,1,"[10, 11, 15, 17, 45, 60, 64, 92, 103]","['bread', 'broccoli', 'carrot', 'cauliflower', 'ice cream', 'onion', 'pasta', 'steak', 'background']","['head', 'head', 'head', 'medium', 'head', 'medium', 'medium', 'head', 'background']",False,False,0.4359,3.2779999999999996,hard,1.8359,3.8718,hard_crop
00003647,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003647.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003647.png,1944,2592,0.3713,5,2,"[10, 30, 82, 83, 103]","['bread', 'egg', 'sauce', 'sausage', 'background']","['head', 'medium', 'head', 'medium', 'background']",False,False,0.2255,2.8074000000000003,medium,2.2255000000000003,2.451,light
00003648,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003648.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003648.png,512,512,0.5153,3,2,"[10, 30, 103]","['bread', 'egg', 'background']","['head', 'medium', 'background']",False,False,0.1072,2.0194,easy,2.6071999999999997,1.6143999999999998,none
00003649,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003649.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003649.png,256,256,0.7827,8,1,"[15, 23, 25, 27, 68, 92, 96, 103]","['carrot', 'cilantro mint', 'corn', 'cucumber', 'pepper', 'steak', 'tomato', 'background']","['head', 'head', 'medium', 'medium', 'medium', 'head', 'head', 'background']",False,False,0.3337,2.5846,medium,2.3337,2.6673999999999998,light
00003650,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003650.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003650.png,384,512,0.3684,5,2,"[10, 60, 82, 92, 103]","['bread', 'onion', 'sauce', 'steak', 'background']","['head', 'medium', 'head', 'head', 'background']",False,False,0.1688,2.8132,medium,2.1688,2.3376,light
00003651,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003651.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003651.png,1920,2560,0.2902,4,1,"[4, 21, 82, 103]","['avocado', 'chicken duck', 'sauce', 'background']","['tail', 'head', 'head', 'background']",True,False,0.2286,3.3696,hard,1.6286,3.4572000000000003,rare_crop
00003652,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003652.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003652.png,256,256,0.3574,3,1,"[9, 69, 103]","['blueberry', 'pie', 'background']","['medium', 'medium', 'background']",False,False,0.1423,2.1852,easy,2.6423,1.6846,none
00003653,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003653.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003653.png,384,512,0.3666,5,1,"[11, 23, 73, 74, 103]","['broccoli', 'cilantro mint', 'pork', 'potato', 'background']","['head', 'head', 'medium', 'head', 'background']",False,False,0.173,2.6668,medium,2.173,2.346,light
00003654,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003654.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003654.png,400,400,0.3842,3,2,"[41, 69, 103]","['grape', 'pie', 'background']","['medium', 'medium', 'background']",False,False,0.1507,2.2816,medium,2.1507,2.3014,light
00003655,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003655.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003655.png,204,307,0.6058,3,1,"[13, 93, 103]","['cake', 'strawberry', 'background']","['medium', 'medium', 'background']",False,False,0.1164,1.6884000000000001,easy,2.6164,1.6328,none
00003656,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003656.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003656.png,579,410,0.3728,4,4,"[23, 56, 96, 103]","['cilantro mint', 'milkshake', 'tomato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.2201,2.8544,hard,1.6200999999999999,3.4402,hard_crop
00003657,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003657.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003657.png,406,512,0.4863,5,4,"[10, 45, 46, 85, 103]","['bread', 'ice cream', 'juice', 'shellfish', 'background']","['head', 'head', 'medium', 'tail', 'background']",True,False,0.4844,3.6774000000000004,hard,1.8843999999999999,3.9688,rare_crop
00003658,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003658.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003658.png,397,512,0.5953,5,3,"[23, 60, 62, 74, 103]","['cilantro mint', 'onion', 'other ingredients', 'potato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.2294,2.5094,medium,2.2294,2.4588,light
00003659,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003659.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003659.png,384,512,0.2634,3,1,"[10, 82, 103]","['bread', 'sauce', 'background']","['head', 'head', 'background']",False,False,0.0716,2.3731999999999998,medium,2.0716,2.1432,light
