sample_id,image_path,mask_path,source_type,base_stem,sampling_weight
1331_rare_crop_02,1331_rare_crop_02.png,1331_rare_crop_02.png,rare_crop,1331,2.0
1332_rare_crop_00,1332_rare_crop_00.png,1332_rare_crop_00.png,rare_crop,1332,2.0
1332_rare_crop_01,1332_rare_crop_01.png,1332_rare_crop_01.png,rare_crop,1332,2.0
1332_rare_crop_02,1332_rare_crop_02.png,1332_rare_crop_02.png,rare_crop,1332,2.0
1333_light_color_00,1333_light_color_00.png,1333_light_color_00.png,light_color,1333,2.0
1334_rare_crop_00,1334_rare_crop_00.png,1334_rare_crop_00.png,rare_crop,1334,2.0
1334_rare_crop_01,1334_rare_crop_01.png,1334_rare_crop_01.png,rare_crop,1334,2.0
1334_rare_crop_02,1334_rare_crop_02.png,1334_rare_crop_02.png,rare_crop,1334,2.0
1336_light_color_00,1336_light_color_00.png,1336_light_color_00.png,light_color,1336,2.0
1337_light_color_00,1337_light_color_00.png,1337_light_color_00.png,light_color,1337,2.0
1339_light_color_00,1339_light_color_00.png,1339_light_color_00.png,light_color,1339,2.0
1340_rare_crop_00,1340_rare_crop_00.png,1340_rare_crop_00.png,rare_crop,1340,2.0
1340_rare_crop_01,1340_rare_crop_01.png,1340_rare_crop_01.png,rare_crop,1340,2.0
1340_rare_crop_02,1340_rare_crop_02.png,1340_rare_crop_02.png,rare_crop,1340,2.0
1341_rare_crop_00,1341_rare_crop_00.png,1341_rare_crop_00.png,rare_crop,1341,2.0
1341_rare_crop_01,1341_rare_crop_01.png,1341_rare_crop_01.png,rare_crop,1341,2.0
1341_rare_crop_02,1341_rare_crop_02.png,1341_rare_crop_02.png,rare_crop,1341,2.0
1343_rare_crop_00,1343_rare_crop_00.png,1343_rare_crop_00.png,rare_crop,1343,2.0
1343_rare_crop_01,1343_rare_crop_01.png,1343_rare_crop_01.png,rare_crop,1343,2.0
1343_rare_crop_02,1343_rare_crop_02.png,1343_rare_crop_02.png,rare_crop,1343,2.0
1347_light_color_00,1347_light_color_00.png,1347_light_color_00.png,light_color,1347,2.0
1348_hard_crop_00,1348_hard_crop_00.png,1348_hard_crop_00.png,hard_crop,1348,2.0
1348_hard_crop_01,1348_hard_crop_01.png,1348_hard_crop_01.png,hard_crop,1348,2.0
1351_rare_crop_00,1351_rare_crop_00.png,1351_rare_crop_00.png,rare_crop,1351,2.0
1351_rare_crop_01,1351_rare_crop_01.png,1351_rare_crop_01.png,rare_crop,1351,2.0
1351_rare_crop_02,1351_rare_crop_02.png,1351_rare_crop_02.png,rare_crop,1351,2.0
1353_hard_crop_00,1353_hard_crop_00.png,1353_hard_crop_00.png,hard_crop,1353,2.0
1353_copy_paste_01,1353_copy_paste_01.png,1353_copy_paste_01.png,copy_paste,1353,2.0
1353_hard_crop_02,1353_hard_crop_02.png,1353_hard_crop_02.png,hard_crop,1353,2.0
1353_hard_crop_03,1353_hard_crop_03.png,1353_hard_crop_03.png,hard_crop,1353,2.0
1353_copy_paste_04,1353_copy_paste_04.png,1353_copy_paste_04.png,copy_paste,1353,2.0
1353_hard_crop_05,1353_hard_crop_05.png,1353_hard_crop_05.png,hard_crop,1353,2.0
1355_rare_crop_00,1355_rare_crop_00.png,1355_rare_crop_00.png,rare_crop,1355,2.0
1355_rare_crop_01,1355_rare_crop_01.png,1355_rare_crop_01.png,rare_crop,1355,2.0
1355_rare_crop_02,1355_rare_crop_02.png,1355_rare_crop_02.png,rare_crop,1355,2.0
1356_light_color_00,1356_light_color_00.png,1356_light_color_00.png,light_color,1356,2.0
1360_light_color_00,1360_light_color_00.png,1360_light_color_00.png,light_color,1360,2.0
1361_light_color_00,1361_light_color_00.png,1361_light_color_00.png,light_color,1361,2.0
1365_light_color_00,1365_light_color_00.png,1365_light_color_00.png,light_color,1365,2.0
1366_hard_crop_00,1366_hard_crop_00.png,1366_hard_crop_00.png,hard_crop,1366,2.0
1366_hard_crop_01,1366_hard_crop_01.png,1366_hard_crop_01.png,hard_crop,1366,2.0
1367_hard_crop_00,1367_hard_crop_00.png,1367_hard_crop_00.png,hard_crop,1367,2.0
1367_hard_crop_01,1367_hard_crop_01.png,1367_hard_crop_01.png,hard_crop,1367,2.0
1370_light_color_00,1370_light_color_00.png,1370_light_color_00.png,light_color,1370,2.0
1371_hard_crop_00,1371_hard_crop_00.png,1371_hard_crop_00.png,hard_crop,1371,2.0
1371_hard_crop_01,1371_hard_crop_01.png,1371_hard_crop_01.png,hard_crop,1371,2.0
1372_light_color_00,1372_light_color_00.png,1372_light_color_00.png,light_color,1372,2.0
1375_hard_crop_00,1375_hard_crop_00.png,1375_hard_crop_00.png,hard_crop,1375,2.0
1375_hard_crop_01,1375_hard_crop_01.png,1375_hard_crop_01.png,hard_crop,1375,2.0
1377_light_color_00,1377_light_color_00.png,1377_light_color_00.png,light_color,1377,2.0
1378_rare_crop_00,1378_rare_crop_00.png,1378_rare_crop_00.png,rare_crop,1378,2.0
1378_rare_crop_01,1378_rare_crop_01.png,1378_rare_crop_01.png,rare_crop,1378,2.0
1378_rare_crop_02,1378_rare_crop_02.png,1378_rare_crop_02.png,rare_crop,1378,2.0
1379_light_color_00,1379_light_color_00.png,1379_light_color_00.png,light_color,1379,2.0
1380_hard_crop_00,1380_hard_crop_00.png,1380_hard_crop_00.png,hard_crop,1380,2.0
1380_hard_crop_01,1380_hard_crop_01.png,1380_hard_crop_01.png,hard_crop,1380,2.0
1382_hard_crop_00,1382_hard_crop_00.png,1382_hard_crop_00.png,hard_crop,1382,2.0
1382_hard_crop_01,1382_hard_crop_01.png,1382_hard_crop_01.png,hard_crop,1382,2.0
1384_hard_crop_00,1384_hard_crop_00.png,1384_hard_crop_00.png,hard_crop,1384,2.0
1384_hard_crop_01,1384_hard_crop_01.png,1384_hard_crop_01.png,hard_crop,1384,2.0
1387_light_color_00,1387_light_color_00.png,1387_light_color_00.png,light_color,1387,2.0
1388_light_color_00,1388_light_color_00.png,1388_light_color_00.png,light_color,1388,2.0
1389_light_color_00,1389_light_color_00.png,1389_light_color_00.png,light_color,1389,2.0
1390_rare_crop_00,1390_rare_crop_00.png,1390_rare_crop_00.png,rare_crop,1390,2.0
1390_rare_crop_01,1390_rare_crop_01.png,1390_rare_crop_01.png,rare_crop,1390,2.0
1390_rare_crop_02,1390_rare_crop_02.png,1390_rare_crop_02.png,rare_crop,1390,2.0
1391_light_color_00,1391_light_color_00.png,1391_light_color_00.png,light_color,1391,2.0
1393_light_color_00,1393_light_color_00.png,1393_light_color_00.png,light_color,1393,2.0
1394_hard_crop_00,1394_hard_crop_00.png,1394_hard_crop_00.png,hard_crop,1394,2.0
1394_hard_crop_01,1394_hard_crop_01.png,1394_hard_crop_01.png,hard_crop,1394,2.0
1395_light_color_00,1395_light_color_00.png,1395_light_color_00.png,light_color,1395,2.0
1396_light_color_00,1396_light_color_00.png,1396_light_color_00.png,light_color,1396,2.0
1397_rare_crop_00,1397_rare_crop_00.png,1397_rare_crop_00.png,rare_crop,1397,2.0
1397_rare_crop_01,1397_rare_crop_01.png,1397_rare_crop_01.png,rare_crop,1397,2.0
1397_rare_crop_02,1397_rare_crop_02.png,1397_rare_crop_02.png,rare_crop,1397,2.0
1398_rare_crop_00,1398_rare_crop_00.png,1398_rare_crop_00.png,rare_crop,1398,2.0
1398_rare_crop_01,1398_rare_crop_01.png,1398_rare_crop_01.png,rare_crop,1398,2.0
1398_rare_crop_02,1398_rare_crop_02.png,1398_rare_crop_02.png,rare_crop,1398,2.0
1399_hard_crop_00,1399_hard_crop_00.png,1399_hard_crop_00.png,hard_crop,1399,2.0
1399_hard_crop_01,1399_hard_crop_01.png,1399_hard_crop_01.png,hard_crop,1399,2.0
1400_light_color_00,1400_light_color_00.png,1400_light_color_00.png,light_color,1400,2.0
1402_light_color_00,1402_light_color_00.png,1402_light_color_00.png,light_color,1402,2.0
1404_light_color_00,1404_light_color_00.png,1404_light_color_00.png,light_color,1404,2.0
1405_light_color_00,1405_light_color_00.png,1405_light_color_00.png,light_color,1405,2.0
1406_light_color_00,1406_light_color_00.png,1406_light_color_00.png,light_color,1406,2.0
1407_light_color_00,1407_light_color_00.png,1407_light_color_00.png,light_color,1407,2.0
1412_light_color_00,1412_light_color_00.png,1412_light_color_00.png,light_color,1412,2.0
1413_rare_crop_00,1413_rare_crop_00.png,1413_rare_crop_00.png,rare_crop,1413,2.0
1413_copy_paste_01,1413_copy_paste_01.png,1413_copy_paste_01.png,copy_paste,1413,2.0
1413_hard_crop_02,1413_hard_crop_02.png,1413_hard_crop_02.png,hard_crop,1413,2.0
1413_hard_crop_03,1413_hard_crop_03.png,1413_hard_crop_03.png,hard_crop,1413,2.0
1413_hard_crop_04,1413_hard_crop_04.png,1413_hard_crop_04.png,hard_crop,1413,2.0
1413_hard_crop_05,1413_hard_crop_05.png,1413_hard_crop_05.png,hard_crop,1413,2.0
1414_light_color_00,1414_light_color_00.png,1414_light_color_00.png,light_color,1414,2.0
1415_light_color_00,1415_light_color_00.png,1415_light_color_00.png,light_color,1415,2.0
1418_rare_crop_00,1418_rare_crop_00.png,1418_rare_crop_00.png,rare_crop,1418,2.0
1418_rare_crop_01,1418_rare_crop_01.png,1418_rare_crop_01.png,rare_crop,1418,2.0
1418_rare_crop_02,1418_rare_crop_02.png,1418_rare_crop_02.png,rare_crop,1418,2.0
1421_rare_crop_00,1421_rare_crop_00.png,1421_rare_crop_00.png,rare_crop,1421,2.0
1421_hard_crop_01,1421_hard_crop_01.png,1421_hard_crop_01.png,hard_crop,1421,2.0
1421_copy_paste_02,1421_copy_paste_02.png,1421_copy_paste_02.png,copy_paste,1421,2.0
1421_rare_crop_03,1421_rare_crop_03.png,1421_rare_crop_03.png,rare_crop,1421,2.0
1421_hard_crop_04,1421_hard_crop_04.png,1421_hard_crop_04.png,hard_crop,1421,2.0
1421_rare_crop_05,1421_rare_crop_05.png,1421_rare_crop_05.png,rare_crop,1421,2.0
1422_light_color_00,1422_light_color_00.png,1422_light_color_00.png,light_color,1422,2.0
1423_light_color_00,1423_light_color_00.png,1423_light_color_00.png,light_color,1423,2.0
1427_light_color_00,1427_light_color_00.png,1427_light_color_00.png,light_color,1427,2.0
1429_rare_crop_00,1429_rare_crop_00.png,1429_rare_crop_00.png,rare_crop,1429,2.0
1429_rare_crop_01,1429_rare_crop_01.png,1429_rare_crop_01.png,rare_crop,1429,2.0
1429_rare_crop_02,1429_rare_crop_02.png,1429_rare_crop_02.png,rare_crop,1429,2.0
1431_light_color_00,1431_light_color_00.png,1431_light_color_00.png,light_color,1431,2.0
1432_rare_crop_00,1432_rare_crop_00.png,1432_rare_crop_00.png,rare_crop,1432,2.0
1432_rare_crop_01,1432_rare_crop_01.png,1432_rare_crop_01.png,rare_crop,1432,2.0
1432_rare_crop_02,1432_rare_crop_02.png,1432_rare_crop_02.png,rare_crop,1432,2.0
1433_light_color_00,1433_light_color_00.png,1433_light_color_00.png,light_color,1433,2.0
1434_light_color_00,1434_light_color_00.png,1434_light_color_00.png,light_color,1434,2.0
1437_light_color_00,1437_light_color_00.png,1437_light_color_00.png,light_color,1437,2.0
1438_light_color_00,1438_light_color_00.png,1438_light_color_00.png,light_color,1438,2.0
1439_rare_crop_00,1439_rare_crop_00.png,1439_rare_crop_00.png,rare_crop,1439,2.0
1439_rare_crop_01,1439_rare_crop_01.png,1439_rare_crop_01.png,rare_crop,1439,2.0
1439_rare_crop_02,1439_rare_crop_02.png,1439_rare_crop_02.png,rare_crop,1439,2.0
1440_light_color_00,1440_light_color_00.png,1440_light_color_00.png,light_color,1440,2.0
1442_rare_crop_00,1442_rare_crop_00.png,1442_rare_crop_00.png,rare_crop,1442,2.0
1442_rare_crop_01,1442_rare_crop_01.png,1442_rare_crop_01.png,rare_crop,1442,2.0
1442_rare_crop_02,1442_rare_crop_02.png,1442_rare_crop_02.png,rare_crop,1442,2.0
1443_light_color_00,1443_light_color_00.png,1443_light_color_00.png,light_color,1443,2.0
1446_hard_crop_00,1446_hard_crop_00.png,1446_hard_crop_00.png,hard_crop,1446,2.0
1446_hard_crop_01,1446_hard_crop_01.png,1446_hard_crop_01.png,hard_crop,1446,2.0
1446_copy_paste_02,1446_copy_paste_02.png,1446_copy_paste_02.png,copy_paste,1446,2.0
1446_rare_crop_03,1446_rare_crop_03.png,1446_rare_crop_03.png,rare_crop,1446,2.0
1446_rare_crop_04,1446_rare_crop_04.png,1446_rare_crop_04.png,rare_crop,1446,2.0
1446_hard_crop_05,1446_hard_crop_05.png,1446_hard_crop_05.png,hard_crop,1446,2.0
1447_hard_crop_00,1447_hard_crop_00.png,1447_hard_crop_00.png,hard_crop,1447,2.0
1447_hard_crop_01,1447_hard_crop_01.png,1447_hard_crop_01.png,hard_crop,1447,2.0
1448_light_color_00,1448_light_color_00.png,1448_light_color_00.png,light_color,1448,2.0
1449_light_color_00,1449_light_color_00.png,1449_light_color_00.png,light_color,1449,2.0
1453_light_color_00,1453_light_color_00.png,1453_light_color_00.png,light_color,1453,2.0
1455_rare_crop_00,1455_rare_crop_00.png,1455_rare_crop_00.png,rare_crop,1455,2.0
1455_rare_crop_01,1455_rare_crop_01.png,1455_rare_crop_01.png,rare_crop,1455,2.0
1455_rare_crop_02,1455_rare_crop_02.png,1455_rare_crop_02.png,rare_crop,1455,2.0
1456_copy_paste_00,1456_copy_paste_00.png,1456_copy_paste_00.png,copy_paste,1456,2.0
1456_copy_paste_01,1456_copy_paste_01.png,1456_copy_paste_01.png,copy_paste,1456,2.0
1456_rare_crop_02,1456_rare_crop_02.png,1456_rare_crop_02.png,rare_crop,1456,2.0
1456_rare_crop_03,1456_rare_crop_03.png,1456_rare_crop_03.png,rare_crop,1456,2.0
1456_copy_paste_04,1456_copy_paste_04.png,1456_copy_paste_04.png,copy_paste,1456,2.0
1456_rare_crop_05,1456_rare_crop_05.png,1456_rare_crop_05.png,rare_crop,1456,2.0
1457_rare_crop_00,1457_rare_crop_00.png,1457_rare_crop_00.png,rare_crop,1457,2.0
1457_rare_crop_01,1457_rare_crop_01.png,1457_rare_crop_01.png,rare_crop,1457,2.0
1457_rare_crop_02,1457_rare_crop_02.png,1457_rare_crop_02.png,rare_crop,1457,2.0
1458_hard_crop_00,1458_hard_crop_00.png,1458_hard_crop_00.png,hard_crop,1458,2.0
1458_hard_crop_01,1458_hard_crop_01.png,1458_hard_crop_01.png,hard_crop,1458,2.0
1460_rare_crop_00,1460_rare_crop_00.png,1460_rare_crop_00.png,rare_crop,1460,2.0
1460_rare_crop_01,1460_rare_crop_01.png,1460_rare_crop_01.png,rare_crop,1460,2.0
1460_rare_crop_02,1460_rare_crop_02.png,1460_rare_crop_02.png,rare_crop,1460,2.0
1461_rare_crop_00,1461_rare_crop_00.png,1461_rare_crop_00.png,rare_crop,1461,2.0
1461_rare_crop_01,1461_rare_crop_01.png,1461_rare_crop_01.png,rare_crop,1461,2.0
1461_rare_crop_02,1461_rare_crop_02.png,1461_rare_crop_02.png,rare_crop,1461,2.0
1462_rare_crop_00,1462_rare_crop_00.png,1462_rare_crop_00.png,rare_crop,1462,2.0
1462_rare_crop_01,1462_rare_crop_01.png,1462_rare_crop_01.png,rare_crop,1462,2.0
1462_rare_crop_02,1462_rare_crop_02.png,1462_rare_crop_02.png,rare_crop,1462,2.0
1464_hard_crop_00,1464_hard_crop_00.png,1464_hard_crop_00.png,hard_crop,1464,2.0
1464_hard_crop_01,1464_hard_crop_01.png,1464_hard_crop_01.png,hard_crop,1464,2.0
1465_hard_crop_00,1465_hard_crop_00.png,1465_hard_crop_00.png,hard_crop,1465,2.0
1465_hard_crop_01,1465_hard_crop_01.png,1465_hard_crop_01.png,hard_crop,1465,2.0
1466_rare_crop_00,1466_rare_crop_00.png,1466_rare_crop_00.png,rare_crop,1466,2.0
1466_rare_crop_01,1466_rare_crop_01.png,1466_rare_crop_01.png,rare_crop,1466,2.0
1466_rare_crop_02,1466_rare_crop_02.png,1466_rare_crop_02.png,rare_crop,1466,2.0
1467_rare_crop_00,1467_rare_crop_00.png,1467_rare_crop_00.png,rare_crop,1467,2.0
1467_rare_crop_01,1467_rare_crop_01.png,1467_rare_crop_01.png,rare_crop,1467,2.0
1467_rare_crop_02,1467_rare_crop_02.png,1467_rare_crop_02.png,rare_crop,1467,2.0
1469_rare_crop_00,1469_rare_crop_00.png,1469_rare_crop_00.png,rare_crop,1469,2.0
1469_rare_crop_01,1469_rare_crop_01.png,1469_rare_crop_01.png,rare_crop,1469,2.0
1469_rare_crop_02,1469_rare_crop_02.png,1469_rare_crop_02.png,rare_crop,1469,2.0
1475_light_color_00,1475_light_color_00.png,1475_light_color_00.png,light_color,1475,2.0
1476_light_color_00,1476_light_color_00.png,1476_light_color_00.png,light_color,1476,2.0
1477_light_color_00,1477_light_color_00.png,1477_light_color_00.png,light_color,1477,2.0
1478_light_color_00,1478_light_color_00.png,1478_light_color_00.png,light_color,1478,2.0
1479_light_color_00,1479_light_color_00.png,1479_light_color_00.png,light_color,1479,2.0
1480_light_color_00,1480_light_color_00.png,1480_light_color_00.png,light_color,1480,2.0
1485_light_color_00,1485_light_color_00.png,1485_light_color_00.png,light_color,1485,2.0
1487_hard_crop_00,1487_hard_crop_00.png,1487_hard_crop_00.png,hard_crop,1487,2.0
1487_hard_crop_01,1487_hard_crop_01.png,1487_hard_crop_01.png,hard_crop,1487,2.0
1489_rare_crop_00,1489_rare_crop_00.png,1489_rare_crop_00.png,rare_crop,1489,2.0
1489_rare_crop_01,1489_rare_crop_01.png,1489_rare_crop_01.png,rare_crop,1489,2.0
1489_rare_crop_02,1489_rare_crop_02.png,1489_rare_crop_02.png,rare_crop,1489,2.0
1490_light_color_00,1490_light_color_00.png,1490_light_color_00.png,light_color,1490,2.0
1491_light_color_00,1491_light_color_00.png,1491_light_color_00.png,light_color,1491,2.0
1492_hard_crop_00,1492_hard_crop_00.png,1492_hard_crop_00.png,hard_crop,1492,2.0
1492_hard_crop_01,1492_hard_crop_01.png,1492_hard_crop_01.png,hard_crop,1492,2.0
1493_light_color_00,1493_light_color_00.png,1493_light_color_00.png,light_color,1493,2.0
1494_light_color_00,1494_light_color_00.png,1494_light_color_00.png,light_color,1494,2.0
1496_light_color_00,1496_light_color_00.png,1496_light_color_00.png,light_color,1496,2.0
1499_light_color_00,1499_light_color_00.png,1499_light_color_00.png,light_color,1499,2.0
1500_light_color_00,1500_light_color_00.png,1500_light_color_00.png,light_color,1500,2.0
1501_light_color_00,1501_light_color_00.png,1501_light_color_00.png,light_color,1501,2.0
1502_light_color_00,1502_light_color_00.png,1502_light_color_00.png,light_color,1502,2.0
1505_rare_crop_00,1505_rare_crop_00.png,1505_rare_crop_00.png,rare_crop,1505,2.0
1505_rare_crop_01,1505_rare_crop_01.png,1505_rare_crop_01.png,rare_crop,1505,2.0
1505_rare_crop_02,1505_rare_crop_02.png,1505_rare_crop_02.png,rare_crop,1505,2.0
1516_hard_crop_00,1516_hard_crop_00.png,1516_hard_crop_00.png,hard_crop,1516,2.0
1516_hard_crop_01,1516_hard_crop_01.png,1516_hard_crop_01.png,hard_crop,1516,2.0
1519_light_color_00,1519_light_color_00.png,1519_light_color_00.png,light_color,1519,2.0
1520_hard_crop_00,1520_hard_crop_00.png,1520_hard_crop_00.png,hard_crop,1520,2.0
1520_hard_crop_01,1520_hard_crop_01.png,1520_hard_crop_01.png,hard_crop,1520,2.0
1523_hard_crop_00,1523_hard_crop_00.png,1523_hard_crop_00.png,hard_crop,1523,2.0
1523_hard_crop_01,1523_hard_crop_01.png,1523_hard_crop_01.png,hard_crop,1523,2.0
1525_hard_crop_00,1525_hard_crop_00.png,1525_hard_crop_00.png,hard_crop,1525,2.0
1525_hard_crop_01,1525_hard_crop_01.png,1525_hard_crop_01.png,hard_crop,1525,2.0
1526_rare_crop_00,1526_rare_crop_00.png,1526_rare_crop_00.png,rare_crop,1526,2.0
1526_rare_crop_01,1526_rare_crop_01.png,1526_rare_crop_01.png,rare_crop,1526,2.0
1526_rare_crop_02,1526_rare_crop_02.png,1526_rare_crop_02.png,rare_crop,1526,2.0
1527_rare_crop_00,1527_rare_crop_00.png,1527_rare_crop_00.png,rare_crop,1527,2.0
1527_rare_crop_01,1527_rare_crop_01.png,1527_rare_crop_01.png,rare_crop,1527,2.0
1527_rare_crop_02,1527_rare_crop_02.png,1527_rare_crop_02.png,rare_crop,1527,2.0
1528_hard_crop_00,1528_hard_crop_00.png,1528_hard_crop_00.png,hard_crop,1528,2.0
1528_hard_crop_01,1528_hard_crop_01.png,1528_hard_crop_01.png,hard_crop,1528,2.0
1529_hard_crop_00,1529_hard_crop_00.png,1529_hard_crop_00.png,hard_crop,1529,2.0
1529_hard_crop_01,1529_hard_crop_01.png,1529_hard_crop_01.png,hard_crop,1529,2.0
1531_light_color_00,1531_light_color_00.png,1531_light_color_00.png,light_color,1531,2.0
1532_light_color_00,1532_light_color_00.png,1532_light_color_00.png,light_color,1532,2.0
1534_rare_crop_00,1534_rare_crop_00.png,1534_rare_crop_00.png,rare_crop,1534,2.0
1534_rare_crop_01,1534_rare_crop_01.png,1534_rare_crop_01.png,rare_crop,1534,2.0
1534_rare_crop_02,1534_rare_crop_02.png,1534_rare_crop_02.png,rare_crop,1534,2.0
1535_rare_crop_00,1535_rare_crop_00.png,1535_rare_crop_00.png,rare_crop,1535,2.0
1535_rare_crop_01,1535_rare_crop_01.png,1535_rare_crop_01.png,rare_crop,1535,2.0
1535_rare_crop_02,1535_rare_crop_02.png,1535_rare_crop_02.png,rare_crop,1535,2.0
1536_light_color_00,1536_light_color_00.png,1536_light_color_00.png,light_color,1536,2.0
1540_hard_crop_00,1540_hard_crop_00.png,1540_hard_crop_00.png,hard_crop,1540,2.0
1540_hard_crop_01,1540_hard_crop_01.png,1540_hard_crop_01.png,hard_crop,1540,2.0
1543_light_color_00,1543_light_color_00.png,1543_light_color_00.png,light_color,1543,2.0
1545_hard_crop_00,1545_hard_crop_00.png,1545_hard_crop_00.png,hard_crop,1545,2.0
1545_hard_crop_01,1545_hard_crop_01.png,1545_hard_crop_01.png,hard_crop,1545,2.0
1546_light_color_00,1546_light_color_00.png,1546_light_color_00.png,light_color,1546,2.0
1547_light_color_00,1547_light_color_00.png,1547_light_color_00.png,light_color,1547,2.0
1548_rare_crop_00,1548_rare_crop_00.png,1548_rare_crop_00.png,rare_crop,1548,2.0
1548_rare_crop_01,1548_rare_crop_01.png,1548_rare_crop_01.png,rare_crop,1548,2.0
1548_rare_crop_02,1548_rare_crop_02.png,1548_rare_crop_02.png,rare_crop,1548,2.0
1550_light_color_00,1550_light_color_00.png,1550_light_color_00.png,light_color,1550,2.0
1551_hard_crop_00,1551_hard_crop_00.png,1551_hard_crop_00.png,hard_crop,1551,2.0
1551_hard_crop_01,1551_hard_crop_01.png,1551_hard_crop_01.png,hard_crop,1551,2.0
1555_light_color_00,1555_light_color_00.png,1555_light_color_00.png,light_color,1555,2.0
1556_light_color_00,1556_light_color_00.png,1556_light_color_00.png,light_color,1556,2.0
1557_light_color_00,1557_light_color_00.png,1557_light_color_00.png,light_color,1557,2.0
1558_light_color_00,1558_light_color_00.png,1558_light_color_00.png,light_color,1558,2.0
1562_light_color_00,1562_light_color_00.png,1562_light_color_00.png,light_color,1562,2.0
1563_light_color_00,1563_light_color_00.png,1563_light_color_00.png,light_color,1563,2.0
1564_hard_crop_00,1564_hard_crop_00.png,1564_hard_crop_00.png,hard_crop,1564,2.0
1564_hard_crop_01,1564_hard_crop_01.png,1564_hard_crop_01.png,hard_crop,1564,2.0
1565_light_color_00,1565_light_color_00.png,1565_light_color_00.png,light_color,1565,2.0
1566_light_color_00,1566_light_color_00.png,1566_light_color_00.png,light_color,1566,2.0
1569_rare_crop_00,1569_rare_crop_00.png,1569_rare_crop_00.png,rare_crop,1569,2.0
1569_rare_crop_01,1569_rare_crop_01.png,1569_rare_crop_01.png,rare_crop,1569,2.0
1569_rare_crop_02,1569_rare_crop_02.png,1569_rare_crop_02.png,rare_crop,1569,2.0
1570_hard_crop_00,1570_hard_crop_00.png,1570_hard_crop_00.png,hard_crop,1570,2.0
1570_hard_crop_01,1570_hard_crop_01.png,1570_hard_crop_01.png,hard_crop,1570,2.0
1573_light_color_00,1573_light_color_00.png,1573_light_color_00.png,light_color,1573,2.0
1574_hard_crop_00,1574_hard_crop_00.png,1574_hard_crop_00.png,hard_crop,1574,2.0
1574_hard_crop_01,1574_hard_crop_01.png,1574_hard_crop_01.png,hard_crop,1574,2.0
1576_rare_crop_00,1576_rare_crop_00.png,1576_rare_crop_00.png,rare_crop,1576,2.0
1576_rare_crop_01,1576_rare_crop_01.png,1576_rare_crop_01.png,rare_crop,1576,2.0
1576_rare_crop_02,1576_rare_crop_02.png,1576_rare_crop_02.png,rare_crop,1576,2.0
1577_rare_crop_00,1577_rare_crop_00.png,1577_rare_crop_00.png,rare_crop,1577,2.0
1577_rare_crop_01,1577_rare_crop_01.png,1577_rare_crop_01.png,rare_crop,1577,2.0
1577_rare_crop_02,1577_rare_crop_02.png,1577_rare_crop_02.png,rare_crop,1577,2.0
1578_light_color_00,1578_light_color_00.png,1578_light_color_00.png,light_color,1578,2.0
1580_light_color_00,1580_light_color_00.png,1580_light_color_00.png,light_color,1580,2.0
1581_hard_crop_00,1581_hard_crop_00.png,1581_hard_crop_00.png,hard_crop,1581,2.0
1581_hard_crop_01,1581_hard_crop_01.png,1581_hard_crop_01.png,hard_crop,1581,2.0
1582_hard_crop_00,1582_hard_crop_00.png,1582_hard_crop_00.png,hard_crop,1582,2.0
1582_hard_crop_01,1582_hard_crop_01.png,1582_hard_crop_01.png,hard_crop,1582,2.0
1584_hard_crop_00,1584_hard_crop_00.png,1584_hard_crop_00.png,hard_crop,1584,2.0
1584_hard_crop_01,1584_hard_crop_01.png,1584_hard_crop_01.png,hard_crop,1584,2.0
1585_rare_crop_00,1585_rare_crop_00.png,1585_rare_crop_00.png,rare_crop,1585,2.0
1585_rare_crop_01,1585_rare_crop_01.png,1585_rare_crop_01.png,rare_crop,1585,2.0
1585_rare_crop_02,1585_rare_crop_02.png,1585_rare_crop_02.png,rare_crop,1585,2.0
1588_rare_crop_00,1588_rare_crop_00.png,1588_rare_crop_00.png,rare_crop,1588,2.0
1588_rare_crop_01,1588_rare_crop_01.png,1588_rare_crop_01.png,rare_crop,1588,2.0
1588_rare_crop_02,1588_rare_crop_02.png,1588_rare_crop_02.png,rare_crop,1588,2.0
1589_light_color_00,1589_light_color_00.png,1589_light_color_00.png,light_color,1589,2.0
1590_hard_crop_00,1590_hard_crop_00.png,1590_hard_crop_00.png,hard_crop,1590,2.0
1590_hard_crop_01,1590_hard_crop_01.png,1590_hard_crop_01.png,hard_crop,1590,2.0
1592_light_color_00,1592_light_color_00.png,1592_light_color_00.png,light_color,1592,2.0
1593_light_color_00,1593_light_color_00.png,1593_light_color_00.png,light_color,1593,2.0
1595_light_color_00,1595_light_color_00.png,1595_light_color_00.png,light_color,1595,2.0
1596_light_color_00,1596_light_color_00.png,1596_light_color_00.png,light_color,1596,2.0
1597_rare_crop_00,1597_rare_crop_00.png,1597_rare_crop_00.png,rare_crop,1597,2.0
1597_rare_crop_01,1597_rare_crop_01.png,1597_rare_crop_01.png,rare_crop,1597,2.0
1597_rare_crop_02,1597_rare_crop_02.png,1597_rare_crop_02.png,rare_crop,1597,2.0
1599_light_color_00,1599_light_color_00.png,1599_light_color_00.png,light_color,1599,2.0
1600_rare_crop_00,1600_rare_crop_00.png,1600_rare_crop_00.png,rare_crop,1600,2.0
1600_rare_crop_01,1600_rare_crop_01.png,1600_rare_crop_01.png,rare_crop,1600,2.0
1600_rare_crop_02,1600_rare_crop_02.png,1600_rare_crop_02.png,rare_crop,1600,2.0
